,state,county,stateNumberCode,countyCode,disasterNumber,region,programArea,programFy
29499,South Carolina,Marlboro,45,69,1625,4,HMGP,2006
29500,Alabama,Mobile,1,97,1605,4,HMGP,2005
29501,Hawaii,Statewide,15,0,1664,9,HMGP,2007
29503,Texas,Hutchinson,48,233,4485,6,HMGP,2020
29504,Florida,Hillsborough,12,57,4486,4,HMGP,2020
29505,Texas,Wilson,48,493,4485,6,HMGP,2020
29506,Montana,Lewis and Clark,30,49,4508,8,HMGP,2020
29507,Iowa,Van Buren,19,177,1763,7,HMGP,2008
29508,Vermont,Orange,50,17,1778,1,HMGP,2008
29509,Iowa,Guthrie,19,77,1763,7,HMGP,2008
29510,North Dakota,Statewide,38,0,1829,8,HMGP,2009
29511,Indiana,Vigo,18,167,1795,5,HMGP,2008
29514,California,Stanislaus,6,99,4482,9,HMGP,2020
29515,Pennsylvania,Montgomery,42,91,4618,3,HMGP,2021
29516,California,Napa,6,55,4619,9,HMGP,2021
29517,Colorado,Summit,8,117,4634,8,HMGP,2022
29518,New York,Genesee,36,37,4480,2,HMGP,2020
29519,Louisiana,St. Martin,22,99,4611,6,HMGP,2021
29520,Tennessee,Madison,47,113,4609,4,HMGP,2021
29521,Washington,Pend Oreille,53,51,4650,10,HMGP,2022
29522,Tennessee,Hamblen,47,63,4645,4,HMGP,2022
29523,American Samoa,Statewide,60,0,4669,9,HMGP,2022
29533,Florida,St. Lucie,12,111,1785,4,HMGP,2008
29534,Kentucky,Jefferson,21,111,1855,4,HMGP,2009
29541,Delaware,Statewide,10,0,4265,3,HMGP,2016
29542,North Carolina,Robeson,37,155,4285,4,HMGP,2017
29543,Kentucky,Jefferson,21,111,4217,4,HMGP,2015
29544,West Virginia,Logan,54,45,4273,3,HMGP,2016
29545,Nebraska,Otoe,31,131,4387,7,HMGP,2018
29546,Colorado,Summit,8,117,5155,8,HMGP,2017
29547,South Carolina,Richland,45,79,4286,4,HMGP,2017
29548,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
29549,Louisiana,St. Tammany,22,103,4277,6,HMGP,2016
29550,West Virginia,Upshur,54,97,4273,3,HMGP,2016
29551,Ohio,Summit,39,153,4360,5,HMGP,2018
29552,Georgia,Camden,13,39,4400,4,HMGP,2019
29553,North Carolina,Moore,37,125,4393,4,HMGP,2018
29554,Kentucky,Jefferson,21,111,4428,4,HMGP,2019
29555,Kentucky,Union,21,225,4358,4,HMGP,2018
29556,Pennsylvania,Bradford,42,15,4408,3,HMGP,2019
29558,Montana,Lewis and Clark,30,49,4388,8,HMGP,2018
29559,Maine,York,23,31,4367,1,HMGP,2018
29560,American Samoa,Statewide,60,0,4357,9,HMGP,2018
29561,Florida,Hillsborough,12,57,4337,4,HMGP,2017
29562,Texas,Madison,48,313,4416,6,HMGP,2019
29563,Alabama,Mobile,1,97,4406,4,HMGP,2019
29564,North Dakota,Statewide,38,0,4323,8,HMGP,2017
29565,California,Butte,6,7,4240,9,HMGP,2015
29566,Georgia,Dougherty,13,95,4284,4,HMGP,2017
29567,South Carolina,Richland,45,79,4241,4,HMGP,2016
29568,Nebraska,Hamilton,31,81,4325,7,HMGP,2017
29569,Georgia,Mitchell,13,205,4338,4,HMGP,2017
29570,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
29571,Wisconsin,Kenosha,55,59,4343,5,HMGP,2018
29580,Montana,Statewide,30,0,4405,8,HMGP,2019
29581,Wisconsin,Kenosha,55,59,4459,5,HMGP,2019
29582,Mississippi,Tallahatchie,28,135,4538,4,HMGP,2020
29583,Georgia,Bryan,13,29,4501,4,HMGP,2020
29584,Iowa,Webster,19,187,4557,7,HMGP,2020
29589,Tennessee,Blount,47,9,4471,4,HMGP,2020
29590,Mississippi,Attala,28,7,4470,4,HMGP,2020
29591,Wisconsin,Kenosha,55,59,4477,5,HMGP,2020
29592,Puerto Rico,Santa Isabel,72,133,4339,2,HMGP,2017
29593,Oklahoma,Statewide,40,0,1349,6,HMGP,2001
29594,Michigan,Ionia,26,67,1346,5,HMGP,2001
29595,Indiana,Jasper,18,73,1433,5,HMGP,2002
29596,Iowa,Linn,19,113,1277,7,HMGP,1999
29597,Oklahoma,Woodward,40,153,1355,6,HMGP,2001
29598,Iowa,Linn,19,113,1282,7,HMGP,1999
29599,Texas,Statewide,48,0,1439,6,HMGP,2003
29600,Minnesota,Pipestone,27,117,1569,5,HMGP,2005
29601,Puerto Rico,Lares,72,81,1552,2,HMGP,2004
29602,Virginia,Franklin,51,67,1491,3,HMGP,2003
29603,Florida,Santa Rosa,12,113,1551,4,HMGP,2004
29604,Florida,Pasco,12,101,1545,4,HMGP,2004
29605,Alabama,Lamar,1,75,1549,4,HMGP,2004
29606,Florida,Statewide,12,0,1551,4,HMGP,2004
29607,Florida,Lake,12,69,1561,4,HMGP,2004
29608,Florida,Lake,12,69,1561,4,HMGP,2004
29609,Florida,Santa Rosa,12,113,1551,4,HMGP,2004
29617,Pennsylvania,Bradford,42,15,4408,3,HMGP,2019
29618,Alabama,Calhoun,1,15,4362,4,HMGP,2018
29619,Kentucky,Floyd,21,71,4358,4,HMGP,2018
29620,Hawaii,Statewide,15,0,4395,9,HMGP,2018
29621,Nebraska,Otoe,31,131,4420,7,HMGP,2019
29622,Kentucky,Floyd,21,71,4663,4,HMGP,2022
29623,Tennessee,Williamson,47,187,4637,4,HMGP,2022
29624,Montana,Carbon,30,9,5392,8,HMGP,2021
29625,Louisiana,Madison,22,65,4611,6,HMGP,2021
29626,Texas,Trinity,48,455,4705,6,HMGP,2023
29627,Kentucky,Warren,21,227,4702,4,HMGP,2023
29628,Missouri,Statewide,29,0,4741,7,HMGP,2023
29629,Kentucky,Barren,21,9,4702,4,HMGP,2023
29630,Florida,St. Lucie,12,111,4673,4,HMGP,2022
29631,Louisiana,Franklin,22,41,4611,6,HMGP,2021
29632,Texas,Collin,48,85,4485,6,HMGP,2020
29636,California,Napa,6,55,4558,9,HMGP,2020
29637,North Carolina,Hyde,37,95,4568,4,HMGP,2021
29646,Alabama,Mobile,1,97,4406,4,HMGP,2019
29647,Florida,St. Lucie,12,111,4468,4,HMGP,2020
29648,Kansas,Cowley,20,35,4449,7,HMGP,2019
29649,South Carolina,Richland,45,79,4542,4,HMGP,2020
29650,Washington,Chelan,53,7,5395,10,HMGP,2021
29651,American Samoa,Statewide,60,0,4537,9,HMGP,2020
29652,Kentucky,Carter,21,43,4592,4,HMGP,2021
29653,South Dakota,McPherson,46,89,1984,8,HMGP,2011
29654,Nebraska,Hall,31,79,1924,7,HMGP,2010
29655,Massachusetts,Bristol,25,5,1959,1,HMGP,2011
29656,Montana,Carter,30,11,1996,8,HMGP,2011
29657,Alabama,Mobile,1,97,1971,4,HMGP,2011
29658,Montana,Cascade,30,13,1996,8,HMGP,2011
29659,Alabama,Pike,1,109,1971,4,HMGP,2011
29660,Alabama,Elmore,1,51,1971,4,HMGP,2011
29661,Kentucky,Warren,21,227,1912,4,HMGP,2010
29662,Wisconsin,Portage,55,97,1933,5,HMGP,2010
29663,Pennsylvania,Dauphin,42,43,4030,3,HMGP,2011
29664,Montana,Glacier,30,35,1996,8,HMGP,2011
29665,Connecticut,New Haven,9,9,4087,1,HMGP,2013
29666,Northern Mariana Islands,Rota,69,100,4235,9,HMGP,2015
29667,American Samoa,Statewide,60,0,4192,9,HMGP,2014
29668,North Carolina,Robeson,37,155,4285,4,HMGP,2017
29669,Georgia,Bulloch,13,31,4284,4,HMGP,2017
29670,Iowa,Fayette,19,65,4289,7,HMGP,2017
29671,Vermont,Orleans,50,19,4232,1,HMGP,2015
29672,Connecticut,Statewide,9,0,4500,1,HMGP,2020
29673,Alabama,Calhoun,1,15,4596,4,HMGP,2021
29674,Pennsylvania,Lackawanna,42,69,4618,3,HMGP,2021
29675,Louisiana,St. Martin,22,99,4570,6,HMGP,2021
29676,Washington,Chelan,53,7,5395,10,HMGP,2021
29677,Oregon,Marion,41,47,4599,10,HMGP,2021
29678,Florida,Hillsborough,12,57,4486,4,HMGP,2020
29679,Montana,Carbon,30,9,5392,8,HMGP,2021
29680,Connecticut,Statewide,9,0,837,1,HMGP,1989
29681,Florida,Holmes,12,59,1069,4,HMGP,1996
29682,Illinois,Menard,17,129,1112,5,HMGP,1996
29683,Colorado,Pueblo,8,101,1186,8,HMGP,1997
29684,Texas,Tom Green,48,451,1056,6,HMGP,1995
29685,Texas,Tom Green,48,451,1056,6,HMGP,1995
29686,Texas,Victoria,48,469,900,6,HMGP,1991
29687,Tennessee,Cannon,47,15,1010,4,HMGP,1994
29688,Oregon,Washington,41,67,4562,10,HMGP,2020
29689,Pennsylvania,Statewide,42,0,4618,3,HMGP,2021
29690,North Dakota,Wells,38,103,4565,8,HMGP,2021
29691,Montana,Statewide,30,0,4623,8,HMGP,2021
29692,Alabama,Calhoun,1,15,4596,4,HMGP,2021
29693,Alabama,Calhoun,1,15,4596,4,HMGP,2021
29694,West Virginia,Greenbrier,54,25,4603,3,HMGP,2021
29695,Nebraska,Hall,31,79,4641,7,HMGP,2022
29696,Texas,Victoria,48,469,4586,6,HMGP,2021
29697,Puerto Rico,Utuado,72,141,4339,2,HMGP,2017
29698,Pennsylvania,Statewide,42,0,4506,3,HMGP,2020
29699,California,Butte,6,7,4610,9,HMGP,2021
29700,Pennsylvania,Montgomery,42,91,4618,3,HMGP,2021
29701,New York,Schuyler,36,97,4480,2,HMGP,2020
29702,Virginia,Mecklenburg,51,117,4512,3,HMGP,2020
29703,Alabama,Cullman,1,43,848,4,HMGP,1990
29704,Delaware,Statewide,10,0,1017,3,HMGP,1994
29705,California,Napa,6,55,1155,9,HMGP,1997
29706,North Dakota,Statewide,38,0,1174,8,HMGP,1997
29707,Vermont,Grand Isle,50,13,990,1,HMGP,1993
29708,South Carolina,Richland,45,79,843,4,HMGP,1989
29709,Alabama,Pike,1,109,1971,4,HMGP,2011
29710,Connecticut,New Haven,9,9,4106,1,HMGP,2013
29711,Ohio,Harrison,39,67,4077,5,HMGP,2012
29712,Montana,Lake,30,47,4127,8,HMGP,2013
29713,North Dakota,Statewide,38,0,4190,8,HMGP,2014
29714,Kentucky,Warren,21,227,4358,4,HMGP,2018
29715,Tennessee,Madison,47,113,1909,4,HMGP,2010
29716,Minnesota,Goodhue,27,49,1941,5,HMGP,2011
29717,Alabama,Cullman,1,43,1971,4,HMGP,2011
29718,Mississippi,Monroe,28,95,1906,4,HMGP,2010
29719,Mississippi,George,28,39,1972,4,HMGP,2011
29720,Alabama,Cullman,1,43,1971,4,HMGP,2011
29723,Ohio,Summit,39,153,4424,5,HMGP,2019
29724,Alabama,Calhoun,1,15,4362,4,HMGP,2018
29725,Georgia,Twiggs,13,289,4400,4,HMGP,2019
29726,Missouri,Statewide,29,0,4451,7,HMGP,2019
29727,Montana,Statewide,30,0,4074,8,HMGP,2012
29728,New York,Clinton,36,19,4020,2,HMGP,2011
29729,Connecticut,New Haven,9,9,4087,1,HMGP,2013
29730,Connecticut,New Haven,9,9,4087,1,HMGP,2013
29731,North Dakota,Statewide,38,0,4118,8,HMGP,2013
29732,Louisiana,St. Tammany,22,103,1786,6,HMGP,2008
29733,Massachusetts,Bristol,25,5,4110,1,HMGP,2013
29734,American Samoa,Statewide,60,0,4357,9,HMGP,2018
29735,Mississippi,Tallahatchie,28,135,4175,4,HMGP,2014
29736,Montana,Cascade,30,13,4172,8,HMGP,2014
29742,Alabama,Pike,1,109,1971,4,HMGP,2011
29743,Alabama,Mobile,1,97,1971,4,HMGP,2011
29744,American Samoa,Statewide,60,0,1859,9,HMGP,2009
29745,Rhode Island,Statewide,44,0,4089,1,HMGP,2013
29746,Oklahoma,Okmulgee,40,111,4109,6,HMGP,2013
29747,Florida,Martin,12,85,4084,4,HMGP,2013
29756,North Carolina,Hyde,37,95,4393,4,HMGP,2018
29757,New York,Niagara,36,63,4472,2,HMGP,2020
29758,Florida,Gadsden,12,39,4399,4,HMGP,2019
29759,California,Butte,6,7,4407,9,HMGP,2019
29760,Utah,Davis,49,11,4548,8,HMGP,2020
29761,Florida,St. Lucie,12,111,4468,4,HMGP,2020
29762,Washington,Okanogan,53,47,5098,10,HMGP,2015
29763,Delaware,Statewide,10,0,4265,3,HMGP,2016
29764,South Carolina,Richland,45,79,4286,4,HMGP,2017
29765,South Carolina,Richland,45,79,4241,4,HMGP,2016
29766,California,Napa,6,55,4301,9,HMGP,2017
29767,Georgia,Evans,13,109,4284,4,HMGP,2017
29768,South Carolina,Richland,45,79,4346,4,HMGP,2018
29769,Texas,Eastland,48,133,4272,6,HMGP,2016
29770,Illinois,Massac,17,127,1991,5,HMGP,2011
29771,Connecticut,New Haven,9,9,4023,1,HMGP,2011
29772,South Dakota,McPherson,46,89,4186,8,HMGP,2014
29773,South Carolina,Richland,45,79,4286,4,HMGP,2017
29779,Texas,Shelby,48,419,4485,6,HMGP,2020
29780,California,Plumas,6,63,4683,9,HMGP,2023
29781,Texas,Harrison,48,203,4705,6,HMGP,2023
29782,American Samoa,Statewide,60,0,4669,9,HMGP,2022
29783,North Dakota,Wells,38,103,4686,8,HMGP,2023
29784,Hawaii,Statewide,15,0,5474,9,HMGP,2023
29785,Illinois,Christian,17,21,4728,5,HMGP,2023
29786,Florida,Hillsborough,12,57,4673,4,HMGP,2022
29787,West Virginia,Wyoming,54,109,1378,3,HMGP,2001
29788,Delaware,Statewide,10,0,1495,3,HMGP,2003
29795,North Carolina,Catawba,37,35,1448,4,HMGP,2003
29796,Arkansas,Franklin,5,47,1354,6,HMGP,2001
29797,Florida,Leon,12,73,1344,4,HMGP,2001
29798,Michigan,Macomb,26,99,1346,5,HMGP,2001
29799,Michigan,Oakland,26,125,1346,5,HMGP,2001
29800,Florida,Holmes,12,59,1381,4,HMGP,2001
29801,Iowa,Butler,19,23,1282,7,HMGP,1999
29802,Alabama,Mobile,1,97,1549,4,HMGP,2004
29810,Alabama,Mobile,1,97,4362,4,HMGP,2018
29811,Kentucky,Jefferson,21,111,4540,4,HMGP,2020
29812,Washington,Pend Oreille,53,51,5320,10,HMGP,2020
29813,Iowa,Webster,19,187,4557,7,HMGP,2020
29814,Washington,Chelan,53,7,5320,10,HMGP,2020
29827,American Samoa,Statewide,60,0,1506,9,HMGP,2004
29828,Washington,Jefferson,53,31,1361,10,HMGP,2001
29829,Florida,Citrus,12,17,1545,4,HMGP,2004
29830,West Virginia,Upshur,54,97,4517,3,HMGP,2020
29831,West Virginia,Wyoming,54,109,1378,3,HMGP,2001
29832,Tennessee,Anderson,47,1,1262,4,HMGP,1999
29833,Minnesota,Goodhue,27,49,1333,5,HMGP,2000
29834,Alabama,Mobile,1,97,1317,4,HMGP,2000
29835,Washington,Pend Oreille,53,51,1361,10,HMGP,2001
29836,California,Napa,6,55,1342,9,HMGP,2000
29837,South Carolina,Berkeley,45,15,4542,4,HMGP,2020
29838,Florida,Leon,12,73,4399,4,HMGP,2019
29839,Pennsylvania,Montgomery,42,91,4506,3,HMGP,2020
29840,Texas,Kinney,48,271,4586,6,HMGP,2021
29841,Pennsylvania,Statewide,42,0,4506,3,HMGP,2020
29842,Kentucky,Bath,21,11,4592,4,HMGP,2021
29843,Pennsylvania,Montgomery,42,91,4506,3,HMGP,2020
29844,Connecticut,New Haven,9,9,4500,1,HMGP,2020
29845,Alabama,Elmore,1,51,4573,4,HMGP,2021
29846,Washington,Chelan,53,7,5395,10,HMGP,2021
29847,Pennsylvania,Montgomery,42,91,4506,3,HMGP,2020
29848,Pennsylvania,Montgomery,42,91,4618,3,HMGP,2021
29849,South Carolina,Berkeley,45,15,4492,4,HMGP,2020
29850,Texas,Williamson,48,491,4485,6,HMGP,2020
29857,North Dakota,Statewide,38,0,1279,8,HMGP,1999
29858,Missouri,Jackson,29,95,1403,7,HMGP,2002
29859,Ohio,Jefferson,39,81,1507,5,HMGP,2004
29860,Ohio,Ashland,39,5,1484,5,HMGP,2003
29861,Kentucky,Jefferson,21,111,1454,4,HMGP,2003
29862,Michigan,Oakland,26,125,1527,5,HMGP,2004
29863,Wisconsin,Winnebago,55,139,1526,5,HMGP,2004
29864,Michigan,Macomb,26,99,1527,5,HMGP,2004
29865,Louisiana,St. James,22,93,1603,6,HMGP,2005
29866,Florida,St. Lucie,12,111,1545,4,HMGP,2004
29867,Mississippi,Hancock,28,45,1459,4,HMGP,2003
29868,Florida,St. Lucie,12,111,1561,4,HMGP,2004
29877,North Dakota,Statewide,38,0,4565,8,HMGP,2021
29878,Connecticut,New Haven,9,9,4580,1,HMGP,2021
29879,Texas,Harrison,48,203,4586,6,HMGP,2021
29880,Florida,Hillsborough,12,57,4486,4,HMGP,2020
29881,Puerto Rico,Coamo,72,43,4339,2,HMGP,2017
29882,Missouri,Statewide,29,0,4612,7,HMGP,2021
29883,Georgia,Henry,13,151,4501,4,HMGP,2020
29884,North Carolina,Hyde,37,95,4487,4,HMGP,2020
29885,Texas,Webb,48,479,4485,6,HMGP,2020
29886,Florida,Hillsborough,12,57,4486,4,HMGP,2020
29887,Kentucky,Warren,21,227,4630,4,HMGP,2022
29888,Florida,Hillsborough,12,57,4486,4,HMGP,2020
29889,Kentucky,Floyd,21,71,4663,4,HMGP,2022
29890,New York,Queens,36,81,4480,2,HMGP,2020
29891,Puerto Rico,Morovis,72,101,4493,2,HMGP,2020
29892,New Hampshire,Strafford,33,17,4516,1,HMGP,2020
29893,Oklahoma,Payne,40,119,866,6,HMGP,1990
29894,Florida,Martin,12,85,1074,4,HMGP,1996
29895,Florida,Martin,12,85,1074,4,HMGP,1996
29896,New Hampshire,Strafford,33,17,917,1,HMGP,1991
29897,New Hampshire,Coos,33,7,1077,1,HMGP,1996
29898,Louisiana,St. Tammany,22,103,1246,6,HMGP,1998
29899,New York,Clinton,36,19,1095,2,HMGP,1996
29900,Delaware,Statewide,10,0,9014,3,PDM,2000
29902,Iowa,Jasper,19,99,996,7,HMGP,1993
29903,Louisiana,St. Tammany,22,103,1049,6,HMGP,1995
29904,Maine,York,23,31,9400,1,PDM,2004
29905,Louisiana,St. Tammany,22,103,1049,6,HMGP,1995
29906,North Dakota,Statewide,38,0,1050,8,HMGP,1995
29907,Louisiana,St. James,22,93,1049,6,HMGP,1995
29908,Louisiana,St. Tammany,22,103,1049,6,HMGP,1995
29909,Illinois,Mercer,17,131,997,5,HMGP,1993
29910,Montana,Statewide,30,0,1113,8,HMGP,1996
29911,North Dakota,Statewide,38,0,1050,8,HMGP,1995
29912,Iowa,Jasper,19,99,996,7,HMGP,1993
29913,North Dakota,Statewide,38,0,1050,8,HMGP,1995
29914,Maine,York,23,31,1106,1,HMGP,1996
29915,Illinois,Menard,17,129,1025,5,HMGP,1994
29916,Iowa,Harrison,19,85,1133,7,HMGP,1996
29917,Hawaii,Statewide,15,0,961,9,HMGP,1992
29918,New Jersey,Salem,34,33,973,2,HMGP,1993
29919,Wisconsin,Winnebago,55,139,9028,5,PDM,2000
29920,Missouri,Reynolds,29,179,1006,7,HMGP,1994
29921,California,Del Norte,6,15,4312,9,HMGP,2017
29922,Kentucky,Jefferson,21,111,4358,4,HMGP,2018
29923,West Virginia,Greenbrier,54,25,4273,3,HMGP,2016
29924,California,Inyo,6,27,4407,9,HMGP,2019
29925,Pennsylvania,Bradford,42,15,4408,3,HMGP,2019
29926,Texas,Jim Wells,48,249,4377,6,HMGP,2018
29927,Georgia,Camden,13,39,4400,4,HMGP,2019
29928,Alabama,Calhoun,1,15,4362,4,HMGP,2018
29929,Oregon,Washington,41,67,4432,10,HMGP,2019
29930,Florida,Gadsden,12,39,4399,4,HMGP,2019
29931,Texas,Eastland,48,133,4586,6,HMGP,2021
29932,South Carolina,Berkeley,45,15,4166,4,HMGP,2014
29933,North Dakota,Statewide,38,0,4118,8,HMGP,2013
29934,Connecticut,New Haven,9,9,4087,1,HMGP,2013
29935,South Carolina,Allendale,45,5,4166,4,HMGP,2014
29936,Missouri,Barton,29,11,4144,7,HMGP,2013
29937,North Carolina,Catawba,37,35,4146,4,HMGP,2013
29938,American Samoa,Statewide,60,0,1859,9,HMGP,2009
29939,Puerto Rico,Santa Isabel,72,133,4339,2,HMGP,2017
29940,North Dakota,Statewide,38,0,1829,8,HMGP,2009
29941,American Samoa,Statewide,60,0,1582,9,HMGP,2005
29942,Georgia,Twiggs,13,289,1858,4,HMGP,2009
29943,South Carolina,Greenville,45,45,1509,4,HMGP,2004
29944,Iowa,Carroll,19,27,1763,7,HMGP,2008
29945,Kentucky,Jefferson,21,111,1841,4,HMGP,2009
29946,Indiana,Hamilton,18,57,1828,5,HMGP,2009
29947,Kentucky,Jefferson,21,111,1818,4,HMGP,2009
29948,Kentucky,Barren,21,9,1818,4,HMGP,2009
29949,Alabama,Cullman,1,43,1842,4,HMGP,2009
29950,West Virginia,Logan,54,45,1838,3,HMGP,2009
29963,Washington,Chelan,53,7,5395,10,HMGP,2021
29964,North Dakota,Statewide,38,0,4323,8,HMGP,2017
29965,Missouri,Jackson,29,95,4451,7,HMGP,2019
29966,Georgia,Camden,13,39,4297,4,HMGP,2017
29967,California,Butte,6,7,4407,9,HMGP,2019
29968,Georgia,Bacon,13,5,4400,4,HMGP,2019
29969,Nebraska,Otoe,31,131,4375,7,HMGP,2018
29970,Virginia,Prince Edward,51,147,4401,3,HMGP,2019
29971,Washington,Chelan,53,7,5087,10,HMGP,2015
29972,Florida,Martin,12,85,4283,4,HMGP,2017
29973,Louisiana,St. Martin,22,99,4277,6,HMGP,2016
29974,North Dakota,Walsh,38,99,4323,8,HMGP,2017
29976,Iowa,Buchanan,19,19,4184,7,HMGP,2014
29977,New Hampshire,Coos,33,7,4209,1,HMGP,2015
29978,South Carolina,Richland,45,79,4241,4,HMGP,2016
29979,South Carolina,Richland,45,79,4241,4,HMGP,2016
29980,Alabama,Calhoun,1,15,4251,4,HMGP,2016
29981,South Carolina,Richland,45,79,4241,4,HMGP,2016
29985,North Carolina,Randolph,37,151,4393,4,HMGP,2018
29986,Texas,Collin,48,85,4416,6,HMGP,2019
29987,Arkansas,Miller,5,91,4441,6,HMGP,2019
29988,Florida,St. Lucie,12,111,4468,4,HMGP,2020
29989,American Samoa,Statewide,60,0,4357,9,HMGP,2018
29990,Mississippi,Tallahatchie,28,135,4470,4,HMGP,2020
29991,Florida,Leon,12,73,4399,4,HMGP,2019
29992,California,Del Norte,6,15,4558,9,HMGP,2020
29993,California,Butte,6,7,4558,9,HMGP,2020
29994,Pennsylvania,Bradford,42,15,4506,3,HMGP,2020
29996,Florida,Martin,12,85,4337,4,HMGP,2017
29997,Idaho,Adams,16,3,4443,10,HMGP,2019
29998,North Carolina,Robeson,37,155,4393,4,HMGP,2018
29999,North Carolina,Moore,37,125,4393,4,HMGP,2018
30000,Florida,Leon,12,73,4399,4,HMGP,2019
30001,North Carolina,Hyde,37,95,4393,4,HMGP,2018
30002,Kentucky,Daviess,21,59,4540,4,HMGP,2020
30003,Puerto Rico,Salinas,72,123,4339,2,HMGP,2017
30004,North Carolina,Robeson,37,155,4543,4,HMGP,2020
30005,North Dakota,Statewide,38,0,4444,8,HMGP,2019
30009,Ohio,Summit,39,153,1519,5,HMGP,2004
30010,New York,Cortland,36,23,1650,2,HMGP,2006
30011,Alabama,Mobile,1,97,1605,4,HMGP,2005
30012,Louisiana,Madison,22,65,1607,6,HMGP,2005
30013,Louisiana,St. Tammany,22,103,1603,6,HMGP,2005
30014,Louisiana,St. Tammany,22,103,1603,6,HMGP,2005
30015,Georgia,Mitchell,13,205,1686,4,HMGP,2007
30023,West Virginia,Pendleton,54,71,4517,3,HMGP,2020
30024,Utah,Box Elder,49,3,4578,8,HMGP,2021
30025,Pennsylvania,Warren,42,123,4506,3,HMGP,2020
30026,Puerto Rico,Ponce,72,113,4339,2,HMGP,2017
30027,Illinois,Morgan,17,137,4489,5,HMGP,2020
30028,Michigan,Shiawassee,26,155,4547,5,HMGP,2020
30029,Alabama,Cullman,1,43,4554,4,HMGP,2020
30030,Alabama,Pike,1,109,4554,4,HMGP,2020
30031,North Dakota,Wells,38,103,4509,8,HMGP,2020
30032,Texas,Calhoun,48,57,4485,6,HMGP,2020
30033,Missouri,Statewide,29,0,4636,7,HMGP,2022
30038,Alabama,Pike,1,109,1971,4,HMGP,2011
30039,Pennsylvania,Dauphin,42,43,4025,3,HMGP,2011
30040,Mississippi,Hancock,28,45,1604,4,HMGP,2005
30041,Louisiana,St. Martin,22,99,1603,6,HMGP,2005
30042,Oregon,Washington,41,67,1824,10,HMGP,2009
30067,Texas,Harrison,48,203,4485,6,HMGP,2020
30068,American Samoa,Statewide,60,0,1506,9,HMGP,2004
30069,Idaho,Statewide,16,0,1592,10,HMGP,2005
30070,Louisiana,St. James,22,93,1607,6,HMGP,2005
30071,Alabama,Elmore,1,51,1605,4,HMGP,2005
30073,Texas,Victoria,48,469,4485,6,HMGP,2020
30074,Illinois,Edgar,17,45,4489,5,HMGP,2020
30075,Wisconsin,Washburn,55,129,4520,5,HMGP,2020
30076,Texas,Williamson,48,491,4485,6,HMGP,2020
30077,Idaho,Statewide,16,0,5449,10,HMGP,2022
30078,Iowa,Fayette,19,65,4642,7,HMGP,2022
30079,Indiana,Allen,18,3,1732,5,HMGP,2008
30080,Texas,Victoria,48,469,1791,6,HMGP,2008
30081,Alabama,Coosa,1,37,1835,4,HMGP,2009
30082,Iowa,Buchanan,19,19,1763,7,HMGP,2008
30089,Kentucky,Jefferson,21,111,1818,4,HMGP,2009
30090,Mississippi,Tallahatchie,28,135,1916,4,HMGP,2010
30091,Alabama,Elmore,1,51,1866,4,HMGP,2010
30092,West Virginia,Wyoming,54,109,1893,3,HMGP,2010
30093,Pennsylvania,Bradford,42,15,4030,3,HMGP,2011
30094,Alabama,Elmore,1,51,1971,4,HMGP,2011
30095,Nebraska,Cherry,31,31,1924,7,HMGP,2010
30096,Alabama,Cullman,1,43,1971,4,HMGP,2011
30103,California,Mariposa,6,43,4407,9,HMGP,2019
30104,Kentucky,Floyd,21,71,4663,4,HMGP,2022
30105,South Carolina,Berkeley,45,15,4677,4,HMGP,2023
30106,North Dakota,Statewide,38,0,4660,8,HMGP,2022
30107,Oregon,Crook,41,13,1956,10,HMGP,2011
30108,Ohio,Warren,39,165,4077,5,HMGP,2012
30109,Connecticut,New Haven,9,9,4087,1,HMGP,2013
30110,Louisiana,St. Martin,22,99,1792,6,HMGP,2008
30118,Alabama,Cherokee,1,19,1971,4,HMGP,2011
30119,Alabama,Cullman,1,43,1971,4,HMGP,2011
30120,Tennessee,Henry,47,79,1909,4,HMGP,2010
30121,Nebraska,Otoe,31,131,4014,7,HMGP,2011
30122,Pennsylvania,Dauphin,42,43,4030,3,HMGP,2011
30123,Pennsylvania,Lackawanna,42,69,4030,3,HMGP,2011
30124,West Virginia,Greenbrier,54,25,4071,3,HMGP,2012
30125,Connecticut,New Haven,9,9,4087,1,HMGP,2013
30126,Indiana,Allen,18,3,4058,5,HMGP,2012
30127,Louisiana,St. Tammany,22,103,1792,6,HMGP,2008
30128,Connecticut,Statewide,9,0,4023,1,HMGP,2011
30129,Montana,Statewide,30,0,1922,8,HMGP,2010
30130,Tennessee,Madison,47,113,1909,4,HMGP,2010
30131,Alabama,Pike,1,109,1971,4,HMGP,2011
30132,Florida,Holmes,12,59,1035,4,HMGP,1994
30133,Florida,Hillsborough,12,57,982,4,HMGP,1993
30135,Delaware,Statewide,10,0,933,3,HMGP,1992
30136,Delaware,Statewide,10,0,1017,3,HMGP,1994
30137,Delaware,Statewide,10,0,933,3,HMGP,1992
30138,North Dakota,Statewide,38,0,9043,8,PDM,2002
30139,California,Butte,6,7,4407,9,HMGP,2019
30140,Florida,Martin,12,85,4399,4,HMGP,2019
30141,Florida,Gadsden,12,39,4399,4,HMGP,2019
30142,Illinois,Bond,17,5,4461,5,HMGP,2019
