state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
Kentucky,575994.0,1.74,23.0,High
Texas,547963.34,0.0,132.0,High
Connecticut,150000.0,1.12,0.0,Moderate
Kansas,44137.0,5.56,31.0,High
New Jersey,516337.0,1.07,49.0,High
Florida,53639.0,2.48,69.0,High
Florida,215408.0,0.0,112.0,High
Alabama,5547.0,0.0,29.0,High
New Hampshire,93827.0,1.28,17.0,Moderate
West Virginia,48459.34,0.0,2.0,Moderate
New Jersey,33057.0,10.56,85.0,High
Texas,90000.0,0.0,71.0,High
Alabama,52510.81,5.04,122.0,High
New York,124666.0,0.0,51.0,High
Pennsylvania,269137.0,0.0,0.0,High
Florida,3459403.47,1.17,41.0,High
Rhode Island,1339991.88,2.97,19.0,Low
Oklahoma,140448.75,1.19,54.0,High
North Carolina,411865.0,0.0,28.0,High
Texas,86628.5,0.0,47.0,High
Florida,0.0,1.75,31.0,High
Texas,37170.01,0.0,43.0,High
Texas,1401331.43,1.06,103.0,High
Kansas,74250.0,1.48,47.0,High
New Mexico,27453.06,0.0,72.0,Low
Montana,60735.0,8.62,29.0,Low
Wyoming,113273.0,1.81,24.0,Low
Kentucky,0.0,1.55,62.0,High
Texas,151409.0,0.0,58.0,High
Maryland,301635.0,5.0,35.0,Moderate
Alabama,31975.0,0.0,50.0,High
Washington,83148.0,0.0,56.0,High
Texas,2031107.0,1.87,61.0,High
Mississippi,13286.0,0.0,14.0,High
Mississippi,27758.0,0.0,11.0,High
Michigan,15616.0,0.0,17.0,Moderate
New Jersey,2867164.53,1.83,78.0,High
Wisconsin,502216.0,0.0,33.0,Moderate
Florida,109040.0,1.51,22.0,High
Alabama,14726.0,0.0,80.0,High
Missouri,433619.26,0.0,41.0,High
Kentucky,1050829.23,2.02,55.0,High
South Carolina,2963436.82,1.41,116.0,Moderate
Colorado,1813878.04,2.32,29.0,Moderate
Kansas,112637.53,0.0,52.0,High
New Mexico,18000.0,0.0,43.0,Low
Alabama,28146.0,0.0,17.0,High
Washington,600764.85,1.94,43.0,High
California,150000.0,0.0,48.0,High
Minnesota,24701.0,0.0,27.0,Moderate
Florida,14307.0,12.91,11.0,High
Oregon,132210.0,1.08,31.0,Moderate
Louisiana,109339.01,1.19,100.0,High
Massachusetts,229967.0,1.13,61.0,Moderate
Illinois,1972381.22,1.5,105.0,Moderate
New Jersey,0.0,6.99,77.0,High
Massachusetts,70650.0,0.0,50.0,Moderate
Oklahoma,6000.0,0.0,98.0,High
North Carolina,16523.97,1.0,31.0,High
Washington,727985.99,1.0,89.0,High
Kentucky,12072.0,0.0,36.0,High
New Jersey,133861.05,5.46,68.0,High
Missouri,1148.0,0.0,27.0,High
North Dakota,185255.0,3.97,43.0,High
Florida,39525.0,1.64,37.0,High
Pennsylvania,402873.0,1.0,37.0,High
South Carolina,197473.36,1.88,67.0,Moderate
New York,722.0,1.9,57.0,High
Louisiana,44646.0,0.0,92.0,High
Kansas,351697.0,1.03,33.0,High
Arizona,437628.75,1.54,41.0,Low
Alaska,158082.0,1.27,30.0,Low
Maryland,462852.0,0.0,78.0,Moderate
Ohio,1500.0,1.0,53.0,Moderate
Nebraska,33403.0,0.0,85.0,High
Alabama,37184.0,0.0,38.0,High
New York,2853098.97,1.06,115.0,High
Missouri,98360.0,0.0,22.0,High
Kansas,22500.0,0.0,35.0,High
Ohio,70793.0,1.07,48.0,Moderate
California,757718.0,0.0,52.0,High
Oklahoma,49450.0,9.18,28.0,High
West Virginia,931416.75,8.02,0.0,Moderate
Mississippi,74269.0,0.0,19.0,High
Alabama,56250.0,0.0,15.0,High
New York,97500.0,1.0,81.0,High
Minnesota,17120.0,0.0,42.0,Moderate
Massachusetts,259026.5,1.73,69.0,Moderate
Kansas,24750.0,0.0,28.0,High
Northern Mariana Islands,151984.08,1.88,95.0,Low
Mississippi,502415.0,0.0,28.0,High
Florida,21603.0,2.16,37.0,High
Florida,58999.0,1.12,34.0,High
Kansas,3349.05,0.0,31.0,High
Florida,16284.3,1.18,43.0,High
Iowa,55623.0,0.0,50.0,High
Georgia,0.0,2.94,47.0,High
South Carolina,40269.28,1.74,81.0,Moderate
Wisconsin,196017.0,0.0,35.0,Moderate
Alabama,5664.0,0.0,27.0,High
Indiana,30000.0,0.0,43.0,Low
Illinois,54750.0,0.0,52.0,Moderate
Alaska,24806.0,1.3,14.0,Low
Missouri,16125.0,0.0,16.0,High
New York,735281.0,1.48,65.0,High
Mississippi,72450.0,0.0,24.0,High
Georgia,162726.0,0.0,46.0,High
Texas,584272.67,1.02,72.0,High
California,132460.0,0.0,36.0,High
New Jersey,68470.0,1.9,46.0,High
Nevada,875916.0,2.56,52.0,Low
Arizona,12183.45,0.0,88.0,Low
Pennsylvania,207176.0,0.0,55.0,High
Alabama,23214.0,0.0,20.0,High
Oklahoma,11713.43,0.0,50.0,High
North Carolina,18225.0,0.0,44.0,High
Vermont,174635.36,0.0,112.0,Moderate
New York,17081.0,1.37,106.0,High
Illinois,183258.0,1.0,52.0,Moderate
Alabama,820653.75,26.65,42.0,High
Ohio,118800.0,1.0,63.0,Moderate
Oklahoma,18376.36,0.0,37.0,High
Texas,63375.0,0.0,53.0,High
Georgia,15000.0,0.0,27.0,High
Wisconsin,31500.0,0.0,39.0,Moderate
Wisconsin,262336.37,5.39,52.0,Moderate
Texas,96375.01,0.0,45.0,High
Guam,166860.0,2.12,112.0,Low
Louisiana,72883.0,3.43,123.0,High
Louisiana,329366.0,1.86,55.0,High
Kansas,37697.0,0.0,24.0,High
Arkansas,80034.0,1.25,70.0,Moderate
Florida,323451.0,1.16,29.0,High
Maryland,6401.0,1.31,32.0,Moderate
Vermont,105480.38,0.0,107.0,Moderate
Mississippi,165847.0,0.0,21.0,High
Oklahoma,589772.0,15.1,65.0,High
Oklahoma,210000.0,2.72,66.0,High
Maryland,112500.0,44.99,42.0,Moderate
Maine,28986.0,1.78,29.0,Low
Oklahoma,20000.0,0.0,97.0,High
Colorado,430052.0,1.03,32.0,Moderate
Florida,4827000.0,16.13,44.0,High
Kentucky,79869.0,0.0,22.0,High
Nebraska,166106.0,0.0,41.0,High
California,7775.0,10.33,5.0,High
Federated States of Micronesia,32676.0,0.0,142.0,Low
American Samoa,1740439.0,2.64,59.0,Low
Colorado,37500.0,0.0,30.0,Moderate
New York,1610310.21,2.36,38.0,High
Florida,3407324.93,0.0,165.0,High
Alabama,75327.93,7.62,116.0,High
Arkansas,418670.0,5.08,32.0,Moderate
Texas,105925.0,0.0,38.0,High
Oklahoma,34263.0,0.0,38.0,High
Washington,611243.0,1.85,54.0,High
Arkansas,653026.71,3.03,51.0,Moderate
Vermont,125872.0,0.0,23.0,Moderate
American Samoa,359360.0,1.12,108.0,Low
Alaska,54639.59,2.02,46.0,Low
Connecticut,148290.0,1.99,83.0,Moderate
Alabama,47861.03,5.64,121.0,High
Texas,1225213.0,0.0,143.0,High
Nebraska,29400.0,0.0,22.0,High
Mississippi,818411.0,0.0,35.0,High
Missouri,1486083.0,2.11,36.0,High
New Mexico,251210.93,1.47,70.0,Low
Alaska,12750.0,0.0,24.0,Low
Colorado,13000.0,0.0,23.0,Moderate
Delaware,19142.0,3.34,27.0,Low
Colorado,2612325.0,1.25,75.0,Moderate
Texas,183218.72,0.0,62.0,High
Florida,25149.0,1.38,23.0,High
Missouri,2406280.0,3.45,41.0,High
Michigan,60000.0,0.0,84.0,Moderate
Louisiana,174675.0,5.19,103.0,High
Oklahoma,4802.0,0.0,57.0,High
West Virginia,45402.0,0.0,29.0,Moderate
Florida,78604.5,11.3,39.0,High
West Virginia,523838.0,0.0,58.0,Moderate
Kansas,18462.0,0.0,31.0,High
Iowa,16200.0,0.0,20.0,High
New Mexico,381446.0,2.41,105.0,Low
Mississippi,34253.0,0.0,17.0,High
Alabama,5772.0,0.0,13.0,High
Missouri,613112.0,2.07,57.0,High
Alabama,56255.0,0.0,42.0,High
Washington,361208.0,1.07,18.0,High
South Carolina,99697.0,6.13,41.0,Moderate
West Virginia,39500.61,2.0,63.0,Moderate
Florida,292013.0,2.53,44.0,High
West Virginia,195969.0,1.42,66.0,Moderate
Florida,228032.24,1.48,41.0,High
New York,159750.0,1.0,81.0,High
Alabama,31149.0,3.21,83.0,High
Vermont,117776.0,1.89,43.0,Moderate
Florida,242696.25,1.08,35.0,High
Vermont,25493.0,1.92,29.0,Moderate
Louisiana,150000.0,0.0,61.0,High
Ohio,667509.0,1.0,39.0,Moderate
Texas,25629.85,2.35,67.0,High
Puerto Rico,271737.0,0.0,67.0,Moderate
Oklahoma,30000.0,0.0,19.0,High
South Carolina,143549.96,4.84,62.0,Moderate
Louisiana,94685.0,0.0,44.0,High
Alabama,227318.0,0.0,26.0,High
North Dakota,131121.0,1.03,32.0,High
Louisiana,103743.0,1.75,62.0,High
Michigan,257627.0,11.17,76.0,Moderate
Georgia,239411.0,0.0,30.0,High
Alabama,407849.0,3.75,69.0,High
New York,300.0,0.0,34.0,High
Texas,2237773.55,2.58,68.0,High
Oklahoma,45374.81,0.0,82.0,High
Ohio,687360.0,0.0,34.0,Moderate
South Carolina,361145.0,2.37,26.0,Moderate
Florida,343262.25,6.57,34.0,High
Wisconsin,43080.0,0.0,74.0,Moderate
Virgin Islands of the U.S.,138292.0,1.15,42.0,Low
Alabama,7726.0,0.0,21.0,High
Vermont,0.0,0.0,11.0,Moderate
Oklahoma,3791.0,0.0,60.0,High
North Carolina,10638.0,1.06,30.0,High
Massachusetts,238603.0,0.0,81.0,Moderate
New York,305670.0,1.82,113.0,High
Mississippi,3002691.0,22.85,71.0,High
New Jersey,3156943.87,1.16,38.0,High
Hawaii,33980.0,4.57,36.0,Low
New Hampshire,429300.0,2.05,0.0,Moderate
Alabama,81099.61,1.0,64.0,High
Massachusetts,268594.0,1.08,58.0,Moderate
New Jersey,1070010.0,1.07,48.0,High
Oklahoma,3008.0,0.0,81.0,High
Alabama,20100.0,5.35,36.0,High
Oregon,56486.0,0.0,75.0,Moderate
New York,74881.0,0.0,83.0,High
Oklahoma,609566.0,2.9,66.0,High
Iowa,20594.25,0.0,14.0,High
Minnesota,104842.0,7.66,18.0,Moderate
Vermont,19715.0,0.0,55.0,Moderate
Illinois,12018.0,0.0,54.0,Moderate
Arkansas,8445.0,0.0,32.0,Moderate
Florida,27609.0,3.34,32.0,High
Ohio,18375.0,0.0,35.0,Moderate
Nebraska,90683.0,0.0,73.0,High
California,64186.0,0.0,70.0,High
Kansas,23658.93,0.0,17.0,High
Florida,602397.29,3.15,80.0,High
New Mexico,30000.0,0.0,51.0,Low
South Dakota,0.0,0.0,42.0,High
Alabama,52946.0,0.0,23.0,High
Michigan,60000.0,1.24,85.0,Moderate
Georgia,271333.5,2.63,0.0,High
Florida,41274.0,1.7,53.0,High
North Carolina,927104.69,1.79,56.0,High
Alabama,802500.0,0.0,102.0,High
Texas,747870.0,0.0,117.0,High
Guam,1756437.0,2.89,110.0,Low
Florida,393120.12,3.08,43.0,High
Vermont,611215.79,0.0,132.0,Moderate
Louisiana,4546.0,0.0,112.0,High
New Jersey,304636.15,2.58,67.0,High
Texas,376678.0,1.23,48.0,High
Maine,22556.0,1.18,82.0,Low
Texas,58232.0,0.0,56.0,High
Florida,446526.0,1.03,62.0,High
Florida,4910.0,1.98,22.0,High
Kentucky,1329564.0,1.23,55.0,High
Missouri,45100.99,1.1,46.0,High
Kansas,20072.0,0.0,42.0,High
Ohio,43822.0,0.0,41.0,Moderate
Texas,796437.75,5.49,36.0,High
Delaware,16475.0,0.0,31.0,Low
South Carolina,41948.0,2.87,44.0,Moderate
Connecticut,100000.0,4.94,30.0,Moderate
South Dakota,113066.0,1.03,12.0,High
North Dakota,58535.0,0.0,23.0,High
Alaska,938632.5,6.5,16.0,Low
Alabama,36850.9,1.37,130.0,High
Kentucky,15923.0,0.0,25.0,High
Alabama,19920.0,0.0,74.0,High
Kentucky,467955.0,6.36,89.0,High
Oklahoma,11802.0,4.39,16.0,High
Tennessee,33833.0,0.0,49.0,Moderate
Mississippi,239602.0,0.0,20.0,High
Alabama,36159.0,0.0,20.0,High
Florida,66059.1,0.0,56.0,High
Virginia,45000.0,0.0,31.0,Moderate
Kansas,20072.0,0.0,38.0,High
Minnesota,13572.0,0.0,38.0,Moderate
North Carolina,34413.0,0.0,50.0,High
Iowa,23355.0,0.0,13.0,High
Kentucky,4058.0,9.01,26.0,High
Florida,810696.1,1.28,37.0,High
Florida,166216.34,0.0,114.0,High
Georgia,4860.0,0.0,18.0,High
Alabama,100627.91,4.13,119.0,High
South Carolina,193939.0,1.97,64.0,Moderate
Florida,21342.0,2.73,59.0,High
Nebraska,676013.0,1.01,40.0,High
Florida,23427.0,17.83,21.0,High
New Mexico,142706.0,1.1,106.0,Low
Iowa,132937.0,0.0,30.0,High
Georgia,16685.0,0.0,49.0,High
California,339701.0,11.82,44.0,High
Kentucky,66113.0,0.0,-6.0,High
New Jersey,236042.21,1.07,91.0,High
Maryland,83177.0,0.0,55.0,Moderate
South Dakota,128404.0,1.59,31.0,High
Oklahoma,128002.0,2.97,63.0,High
Oregon,34500.0,0.0,67.0,Moderate
Texas,208936.63,4.37,62.0,High
Missouri,1254994.0,2.12,40.0,High
Indiana,252957.0,0.0,63.0,Low
Texas,2580405.01,1.11,75.0,High
New York,118539.0,0.0,82.0,High
California,332379.35,1.0,-9.0,High
Maryland,344338.0,0.0,48.0,Moderate
Kansas,26195.0,0.0,50.0,High
Missouri,798981.0,3.24,20.0,High
Texas,2133363.34,1.66,98.0,High
Iowa,800660.0,2.36,42.0,High
Indiana,180225.0,2.38,81.0,Low
Alabama,31869.04,3.73,121.0,High
South Dakota,30000.0,0.0,30.0,High
South Carolina,89946.54,0.0,63.0,Moderate
Kansas,69794.0,5.12,26.0,High
Texas,26250.0,0.0,78.0,High
Alabama,4939.5,0.0,13.0,High
Florida,511758.0,1.62,71.0,High
Iowa,8250.0,0.0,18.0,High
California,880883.25,4.56,65.0,High
Indiana,49545.0,1.87,67.0,Low
West Virginia,634245.0,0.0,53.0,Moderate
Tennessee,19916.0,0.0,31.0,Moderate
Louisiana,6782294.94,0.0,160.0,High
Alabama,38840.0,2.65,72.0,High
New Jersey,0.0,0.0,70.0,High
Alabama,695000.0,3.18,94.0,High
Alabama,17239.0,0.0,19.0,High
Louisiana,662410.0,2.33,58.0,High
Nebraska,16261.0,0.0,24.0,High
Florida,32798.0,1.39,27.0,High
Massachusetts,144234.0,4.72,78.0,Moderate
Georgia,65409.73,0.0,78.0,High
Kansas,109607.0,1.22,32.0,High
Kentucky,58811.44,0.0,50.0,High
Oklahoma,19945.0,6.55,32.0,High
Wisconsin,21196.0,0.0,34.0,Moderate
Oklahoma,2332.0,0.0,75.0,High
Oklahoma,68058.0,0.0,47.0,High
California,114675.0,4.53,21.0,High
Indiana,133169.0,0.0,64.0,Low
Washington,302903.46,0.0,48.0,High
South Carolina,17922.77,9.75,25.0,Moderate
Oklahoma,221205.97,6.88,49.0,High
Arkansas,562500.0,2.0,37.0,Moderate
West Virginia,36779.85,14.2,29.0,Moderate
New Jersey,36339.0,0.0,8.0,High
Texas,185338.52,1.93,47.0,High
Georgia,23649.42,0.0,66.0,High
North Dakota,276540.0,2.26,69.0,High
Northern Mariana Islands,19663.0,4.74,114.0,Low
Pennsylvania,483500.0,0.25,46.0,High
South Dakota,48841.0,3.72,20.0,High
Alabama,135460.0,5.02,120.0,High
Wisconsin,75902.0,0.0,61.0,Moderate
Virgin Islands of the U.S.,113870.0,8.12,27.0,Low
Texas,545900.44,0.0,96.0,High
Washington,750000.0,1.01,44.0,High
New Jersey,46232.0,4.69,40.0,High
Kentucky,43785.29,0.0,82.0,High
Alabama,59616.0,5.69,23.0,High
Texas,13500.0,0.0,44.0,High
Illinois,647550.1,1.0,103.0,Moderate
Kansas,481603.0,3.19,36.0,High
Pennsylvania,315325.0,1.0,19.0,High
Texas,66475239.89,0.0,167.0,High
West Virginia,40197.0,14.49,46.0,Moderate
Vermont,78464.05,1.05,106.0,Moderate
Vermont,64243.17,0.0,36.0,Moderate
New Hampshire,5933.0,0.0,43.0,Moderate
New Jersey,0.0,1.39,59.0,High
New York,5772717.0,1.08,68.0,High
Arkansas,665487.0,2.48,20.0,Moderate
South Dakota,143940.0,1.13,9.0,High
Washington,16194.0,0.0,45.0,High
Pennsylvania,44963.0,0.0,31.0,High
Arizona,31953.23,4.18,38.0,Low
Mississippi,57881.0,0.0,19.0,High
Oklahoma,10125.0,0.0,54.0,High
New York,643388.0,0.0,50.0,High
Kansas,678221.0,4.09,24.0,High
Connecticut,0.0,0.0,22.0,Moderate
Iowa,33000.0,0.0,40.0,High
Wisconsin,473492.0,1.07,83.0,Moderate
Alabama,32963.0,0.0,14.0,High
Nevada,86301.0,12.32,24.0,Low
Montana,94500.0,1.05,33.0,Low
New York,1864390.52,0.0,105.0,High
Massachusetts,0.0,0.0,52.0,Moderate
Oklahoma,20000.0,0.0,96.0,High
South Dakota,71843.0,1.01,19.0,High
Alabama,143812.0,0.0,19.0,High
Iowa,2021122.0,1.42,35.0,High
Louisiana,120987.88,1.08,85.0,High
Montana,67557.0,20.26,18.0,Low
Kentucky,195298.0,0.0,26.0,High
New Jersey,75000.0,0.0,32.0,High
Ohio,22561.0,0.0,51.0,Moderate
New Jersey,60000.0,1.97,21.0,High
Texas,90501.75,0.0,37.0,High
Mississippi,51422.0,0.0,25.0,High
Alabama,202462.0,1.09,57.0,High
Louisiana,65000.0,0.0,59.0,High
North Carolina,130539.75,1.32,75.0,High
Oregon,25737.0,0.0,27.0,Moderate
Vermont,71110.52,1.13,37.0,Moderate
Wisconsin,30233.0,0.0,45.0,Moderate
South Dakota,112541.44,0.0,32.0,High
North Carolina,22500.0,0.0,13.0,High
Texas,2816150.74,37.66,96.0,High
California,4517.0,0.0,18.0,High
Alabama,130215.23,7.17,118.0,High
Arkansas,441970.5,1.55,0.0,Moderate
South Dakota,41953.11,0.0,37.0,High
New Jersey,89002.0,0.0,47.0,High
Oregon,93955.0,1.42,58.0,Moderate
Iowa,81548.25,6.2,17.0,High
Arizona,4776.0,0.0,10.0,Low
Maryland,26958.58,1.0,61.0,Moderate
Texas,189204.41,1.53,62.0,High
Alabama,17500.0,10.5,8.0,High
Maine,7739.0,2.31,19.0,Low
Iowa,555172.0,0.0,29.0,High
Wisconsin,80990.46,0.0,26.0,Moderate
Arkansas,795759.0,4.53,75.0,Moderate
Missouri,452490.0,1.28,24.0,High
Puerto Rico,59466.0,6.05,13.0,Moderate
Minnesota,45627.0,0.0,59.0,Moderate
Mississippi,35400.0,0.0,18.0,High
Arizona,9906.0,0.0,44.0,Low
Pennsylvania,389181.0,0.0,63.0,High
Florida,119250.0,16.78,25.0,High
Louisiana,1069962.54,13.4,178.0,High
Georgia,17046.0,0.0,45.0,High
Delaware,30687.0,0.0,46.0,Low
Arkansas,12456.54,0.0,39.0,Moderate
Florida,22224.0,10.33,39.0,High
Kansas,507675.09,3.15,42.0,High
California,654440.0,6.12,65.0,High
Oklahoma,10428.0,0.0,82.0,High
California,136179.0,0.0,28.0,High
Michigan,84789.0,3.17,69.0,Moderate
Florida,493631.0,1.83,79.0,High
North Dakota,44437.5,1.3,15.0,High
California,23366.25,0.0,40.0,High
Florida,184634.0,1.72,18.0,High
Illinois,65199.6,3.05,25.0,Moderate
Oregon,86586.04,4.39,61.0,Moderate
Mississippi,124688.0,0.0,16.0,High
Massachusetts,46275.0,1.01,33.0,Moderate
Minnesota,21657.0,0.0,45.0,Moderate
California,87359.0,10.08,25.0,High
Montana,0.0,0.0,67.0,Low
Nevada,159511.58,8.61,41.0,Low
Arkansas,389340.0,1.82,47.0,Moderate
North Carolina,24146.0,0.0,22.0,High
California,86582.55,0.0,30.0,High
Connecticut,100000.0,10.24,43.0,Moderate
Florida,121421.0,1.31,102.0,High
North Dakota,53280.0,0.0,42.0,High
Massachusetts,275997.0,4.14,22.0,Moderate
Maine,95250.0,1.04,53.0,Low
New Jersey,33921.0,4.2,22.0,High
West Virginia,28026.0,0.0,18.0,Moderate
California,93603.37,0.0,37.0,High
Alabama,181426.0,0.0,23.0,High
Louisiana,26250.0,0.0,44.0,High
California,187500.0,0.0,24.0,High
Alabama,86471.0,0.0,15.0,High
Wyoming,1457819.0,7.82,83.0,Low
Oklahoma,66000.0,0.0,38.0,High
South Dakota,115500.0,1.95,22.0,High
Michigan,56436.0,5.36,46.0,Moderate
Georgia,18516.0,0.0,18.0,High
North Carolina,70331.0,0.0,57.0,High
Illinois,531890.0,1.0,134.0,Moderate
Texas,55931.0,3.03,143.0,High
Vermont,34140.0,4.12,50.0,Moderate
Iowa,310027.0,1.82,53.0,High
South Dakota,119377.0,1.12,32.0,High
Alabama,86195.0,1.37,83.0,High
Iowa,733224.0,8.07,47.0,High
California,52564.56,1.56,56.0,High
Tennessee,11808.0,0.0,29.0,Moderate
Massachusetts,488713.0,0.0,71.0,Moderate
Florida,796210.0,3.37,24.0,High
Missouri,1329864.24,3.77,33.0,High
Florida,8981.0,2.84,42.0,High
California,24938.72,0.0,31.0,High
Connecticut,0.0,0.0,21.0,Moderate
Alabama,62258.0,5.09,67.0,High
North Carolina,22500.0,0.0,61.0,High
Alabama,55205.0,6.89,113.0,High
Kentucky,26250.0,11.46,41.0,High
Florida,241076.09,3.95,95.0,High
Minnesota,50192.0,1.22,6.0,Moderate
Montana,8246.0,0.0,34.0,Low
Nebraska,5625.0,0.0,23.0,High
Alabama,44250.0,18.81,23.0,High
South Dakota,7500.0,0.0,14.0,High
Tennessee,1847530.88,3.38,49.0,Moderate
Missouri,1039500.0,2.29,36.0,High
South Carolina,54924.71,0.0,43.0,Moderate
North Dakota,672641.0,4.28,41.0,High
New Jersey,65960.0,1.17,30.0,High
Connecticut,22502.0,1.56,47.0,Moderate
Iowa,1173349.12,0.0,30.0,High
Virginia,117110.0,0.0,0.0,Moderate
Alabama,26500.0,1.37,94.0,High
New York,1088324.0,0.0,25.0,High
California,2887735.0,3.49,143.0,High
Washington,682461.0,1.04,66.0,High
North Dakota,10513.0,0.0,8.0,High
Ohio,0.0,4.29,19.0,Moderate
Oklahoma,27000.0,0.0,33.0,High
Alabama,15407.0,0.0,8.0,High
Florida,1184622.0,3.55,57.0,High
South Dakota,12658.62,0.0,18.0,High
Missouri,52237.0,1.42,44.0,High
Oklahoma,1500.0,0.0,57.0,High
Iowa,1745144.0,1.51,62.0,High
Indiana,44887.0,0.0,58.0,Low
West Virginia,485138.0,1.1,0.0,Moderate
Florida,178916.0,1.39,68.0,High
Florida,532603.0,4.41,36.0,High
Florida,333188.0,1.39,55.0,High
Kansas,140801.0,2.04,22.0,High
South Dakota,147525.0,10.51,41.0,High
Missouri,0.0,0.0,5.0,High
West Virginia,349170.0,1.01,37.0,Moderate
Nevada,293651.0,4.23,77.0,Low
Oklahoma,1075218.89,34.58,51.0,High
Georgia,30436.0,1.12,22.0,High
Florida,31268.0,4.64,45.0,High
Louisiana,6218.0,1.1,95.0,High
New Mexico,70211.0,1.0,60.0,Low
Georgia,965889.0,19.04,21.0,High
California,62325.0,0.0,33.0,High
Oklahoma,1500.0,0.0,79.0,High
Puerto Rico,241950.0,0.0,71.0,Moderate
Florida,1980637.38,1.0,111.0,High
Alabama,109863.0,1.79,14.0,High
Rhode Island,47141.0,0.0,37.0,Low
South Carolina,15669.0,0.0,38.0,Moderate
Alabama,289208.0,1.07,56.0,High
Alaska,217021.0,1.69,39.0,Low
Vermont,184575.25,4.91,115.0,Moderate
Wyoming,19468.85,0.0,61.0,Low
California,703867.39,1.29,47.0,High
Alabama,44369.0,1.37,83.0,High
Alabama,4000.0,1.37,27.0,High
Delaware,341.0,0.0,1.0,Low
South Carolina,172569.0,1.12,23.0,Moderate
Alabama,4000.0,1.37,118.0,High
Ohio,2495408.01,1.1,65.0,Moderate
Ohio,9295.0,0.0,34.0,Moderate
Florida,183788.81,1.47,54.0,High
Arkansas,30000.0,0.0,62.0,Moderate
Mississippi,174794.0,0.0,27.0,High
Illinois,54750.0,0.0,89.0,Moderate
Kansas,13706.0,0.0,55.0,High
Ohio,22945.0,0.0,33.0,Moderate
Vermont,805.0,13.8,24.0,Moderate
Texas,213362.0,1.3,115.0,High
California,3000000.0,6.97,54.0,High
North Carolina,690000.0,0.0,42.0,High
New Jersey,42660.0,1.97,36.0,High
Alabama,19838.0,0.0,16.0,High
Alabama,94847.0,3.71,112.0,High
California,2572002.99,2.41,123.0,High
Pennsylvania,256003.0,0.0,45.0,High
New Hampshire,48562.0,1.05,57.0,Moderate
Alabama,62249.0,0.0,70.0,High
California,1443951.33,4.16,33.0,High
South Dakota,20250.0,0.0,30.0,High
North Dakota,23313.0,0.98,58.0,High
West Virginia,59782.0,45.59,51.0,Moderate
West Virginia,404877.0,0.0,0.0,Moderate
Texas,161597.84,1.05,112.0,High
Puerto Rico,25428.0,0.0,21.0,Moderate
Illinois,137813.0,0.0,42.0,Moderate
New Jersey,353250.0,3.37,28.0,High
Mississippi,2119833.0,1.0,54.0,High
Hawaii,322892.0,3.69,61.0,Low
Kansas,385612.0,2.82,21.0,High
Massachusetts,92104.0,1.2,98.0,Moderate
Arizona,0.0,5.37,6.0,Low
New Hampshire,9532.0,0.1,18.0,Moderate
Virginia,78140.0,0.0,23.0,Moderate
Texas,618950.0,1.53,81.0,High
Rhode Island,13300.0,0.0,43.0,Low
Maine,19502.0,1.85,15.0,Low
Florida,67748.0,1.1,69.0,High
Illinois,208806.43,1.0,43.0,Moderate
Florida,36847.0,1.36,22.0,High
Minnesota,43500.0,0.0,52.0,Moderate
New York,1451709.0,0.0,82.0,High
New York,191860.48,0.0,70.0,High
Texas,124114.49,28.17,45.0,High
Kentucky,23979.0,0.0,31.0,High
Maryland,26745.0,8.44,33.0,Moderate
Vermont,97425.0,1.0,22.0,Moderate
Colorado,36328.0,0.0,22.0,Moderate
Iowa,86327.44,0.0,35.0,High
Texas,49737.0,0.0,87.0,High
California,31151.0,1.0,8.0,High
California,112500.0,0.0,40.0,High
Missouri,562.0,1.25,33.0,High
New Jersey,0.0,1.09,120.0,High
Vermont,87866.0,0.0,66.0,Moderate
Wyoming,38647.25,0.0,46.0,Low
Montana,2730.0,0.0,28.0,Low
Iowa,18750.0,0.0,29.0,High
Alabama,13289.0,1.37,101.0,High
New York,211576.0,0.0,1.0,High
Wisconsin,123117.0,1.06,64.0,Moderate
Missouri,707154.0,3.1,30.0,High
Kentucky,7661833.0,1.01,71.0,High
Arizona,15000.0,0.0,26.0,Low
Florida,728512.0,3.79,48.0,High
Mississippi,37864.0,0.0,85.0,High
Georgia,7200.0,0.0,40.0,High
Louisiana,55462.5,1.68,131.0,High
Washington,203360.36,9.38,60.0,High
North Carolina,443587.55,0.0,72.0,High
West Virginia,70938.0,23.9,29.0,Moderate
Georgia,2510.0,0.0,14.0,High
Nevada,159533.24,6.32,41.0,Low
Ohio,596580.0,3.03,59.0,Moderate
Montana,897679.0,3.4,54.0,Low
Colorado,18155.0,0.0,43.0,Moderate
South Carolina,197587.5,0.0,39.0,Moderate
New York,40406180.0,1.34,168.0,High
Florida,87876.0,1.77,59.0,High
Missouri,290000.0,0.0,52.0,High
Texas,371045.55,1.39,73.0,High
Virginia,29579.0,0.0,19.0,Moderate
Vermont,46229.53,0.0,110.0,Moderate
California,13725.0,0.0,41.0,High
Florida,67638.0,4.76,77.0,High
Oklahoma,2999000.0,4.04,108.0,High
Louisiana,19987722.0,1.3,167.0,High
Maryland,245250.0,1.0,40.0,Moderate
Alaska,22596.0,3.26,29.0,Low
Ohio,13639.95,1.0,67.0,Moderate
South Dakota,466471.0,3.18,59.0,High
Michigan,47087.0,0.0,84.0,Moderate
North Carolina,1492269.0,4.27,65.0,High
