state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
New Jersey,0.0,1.64,34.0,High
New Jersey,0.0,0.0,35.0,High
Colorado,1559.0,1.87,24.0,Moderate
Minnesota,234344.0,1.13,51.0,Moderate
Mississippi,1651372.0,7.15,54.0,High
Maryland,64108.0,0.0,60.0,Moderate
North Carolina,0.0,1.31,24.0,High
California,68066.25,0.0,41.0,High
South Dakota,54375.0,0.0,19.0,High
Iowa,30115.0,0.0,24.0,High
Iowa,4220732.0,0.0,41.0,High
Alabama,32750.0,1.37,93.0,High
New Jersey,1332826.0,1.58,54.0,High
Alabama,47345.0,1.37,94.0,High
Kentucky,22267.0,0.0,27.0,High
Alabama,24581.0,0.0,46.0,High
Alabama,59760.0,1.37,82.0,High
South Dakota,128404.0,1.59,31.0,High
Tennessee,410810.0,4.07,43.0,Moderate
Texas,23960.9,0.0,102.0,High
Alabama,60162.42,1.48,117.0,High
Mississippi,43308.0,0.0,12.0,High
New Jersey,0.0,1.84,75.0,High
New Jersey,75000.0,0.0,33.0,High
Washington,10590.0,0.0,63.0,High
Georgia,0.0,2.94,47.0,High
California,314075.55,40.37,70.0,High
Minnesota,1008443.91,1.71,60.0,Moderate
New Jersey,71900.0,0.0,71.0,High
Washington,15885.0,0.0,63.0,High
South Carolina,407831.26,3.04,62.0,Moderate
Oklahoma,18000.0,0.0,49.0,High
Washington,82388.0,0.0,65.0,High
Washington,300759.0,0.0,66.0,High
West Virginia,2249830.03,0.0,59.0,Moderate
California,3942325.53,1.0,59.0,High
Kansas,17202.0,0.0,43.0,High
Mississippi,24240.0,0.0,20.0,High
California,48450.0,0.0,19.0,High
New York,99905.0,0.0,83.0,High
Louisiana,1415268.0,2.56,113.0,High
Mississippi,184137.0,0.0,35.0,High
Ohio,1325957.0,0.0,40.0,Moderate
North Carolina,20817.0,7.07,45.0,High
Oklahoma,6000.0,4.91,8.0,High
New Jersey,1537426.0,0.0,58.0,High
Missouri,797055.0,1.62,37.0,High
Oregon,51191.23,0.0,26.0,Moderate
Mississippi,2292023.0,2.98,42.0,High
Oklahoma,407377.86,9.18,51.0,High
Connecticut,424908.41,1.27,83.0,Moderate
Maryland,48158.0,1.0,22.0,Moderate
New Jersey,113100.0,1.02,101.0,High
New Jersey,0.0,2.18,34.0,High
New Jersey,34014.0,3.57,26.0,High
New Jersey,85000.0,2.47,0.0,High
California,1952760.74,5.06,49.0,High
Ohio,15000.0,0.0,51.0,Moderate
Mississippi,37886.0,0.0,25.0,High
Utah,180663.74,3.25,220.0,Low
Utah,1172034.75,1.28,67.0,Low
Florida,196166.25,1.0,38.0,High
New Jersey,480600.0,3.65,64.0,High
Maine,75789.9,1.84,0.0,Low
Kansas,460045.0,0.0,69.0,High
Iowa,50991.0,0.0,62.0,High
New Hampshire,84903.0,1.01,79.0,Moderate
Texas,21255.66,0.0,113.0,High
Virginia,254441.0,0.0,0.0,Moderate
New York,235806.0,1.23,45.0,High
Maryland,2119118.0,1.64,62.0,Moderate
Alabama,74749.0,1.37,92.0,High
New Hampshire,92730.0,2.78,23.0,Moderate
Alabama,60605.0,1.37,93.0,High
Alabama,69573.0,1.37,96.0,High
Alabama,53734.0,1.37,88.0,High
Missouri,1077993.0,2.12,35.0,High
Wisconsin,18749.0,0.0,12.0,Moderate
Alabama,52840.0,1.37,96.0,High
Alabama,144731.85,3.07,129.0,High
Alabama,1010603.27,1.26,116.0,High
Mississippi,76311.0,0.0,27.0,High
Texas,140105.59,0.0,66.0,High
New Jersey,85977.0,3.6,37.0,High
New Mexico,0.0,0.0,70.0,Low
Washington,30372.72,0.0,72.0,High
Georgia,36093.0,0.0,38.0,High
Maine,17778.0,1.4,15.0,Low
Arkansas,971949.63,1.19,81.0,Moderate
Missouri,685934.0,3.04,36.0,High
Iowa,976466.0,2.17,37.0,High
New Mexico,36513.0,0.0,66.0,Low
Louisiana,39074.0,1.05,75.0,High
Iowa,2508830.0,3.05,77.0,High
Kentucky,38231.0,0.0,28.0,High
Mississippi,56562.0,0.0,0.0,High
Alabama,262500.0,1.16,33.0,High
California,25070.0,1.03,35.0,High
Washington,167479.0,0.0,119.0,High
New Jersey,1407544.61,1.14,108.0,High
New York,1798.0,3.8,49.0,High
Missouri,4875.0,0.0,46.0,High
Louisiana,1613635.42,1.02,86.0,High
Alabama,46756.0,1.37,88.0,High
Georgia,15938.0,0.0,48.0,High
Oklahoma,27013.0,0.0,75.0,High
Kentucky,140692.0,1.81,47.0,High
Iowa,110037.0,0.0,36.0,High
Iowa,39750.0,0.0,22.0,High
West Virginia,6631.0,0.0,0.0,Moderate
Mississippi,51587.0,0.0,1.0,High
Florida,11417.22,1.7,41.0,High
New Jersey,224775.01,0.0,130.0,High
New Jersey,292500.0,2.33,31.0,High
New Jersey,100000.0,2.53,86.0,High
Florida,128671.0,0.0,86.0,High
North Carolina,1409.0,11.92,45.0,High
Oklahoma,1463083.0,1.87,71.0,High
Louisiana,232458.0,2.9,90.0,High
New York,73500.0,1.1,59.0,High
Maine,38786.0,1.14,29.0,Low
North Carolina,236053.0,1.1,52.0,High
Oklahoma,30000.0,0.0,44.0,High
Mississippi,62501.0,0.0,58.0,High
Alabama,16630.0,0.0,17.0,High
Minnesota,36000.0,0.0,24.0,Moderate
California,112500.0,0.0,40.0,High
Florida,523703.0,0.0,79.0,High
Arkansas,463040.0,1.0,54.0,Moderate
Missouri,52237.0,1.42,44.0,High
Washington,180533.0,0.0,98.0,High
Texas,575984.0,2.1,71.0,High
Guam,845663.0,3.94,120.0,Low
Oklahoma,7500.0,0.0,45.0,High
Florida,13051.0,3.87,40.0,High
New York,239792.0,1.26,102.0,High
New York,15000.0,0.0,100.0,High
Florida,17462.0,1.76,36.0,High
Pennsylvania,48499.0,0.0,0.0,High
Florida,6799087.0,0.0,63.0,High
Arizona,24868.0,0.0,31.0,Low
Florida,31268.0,4.64,45.0,High
Maryland,267058.0,0.0,53.0,Moderate
Kentucky,4058.0,9.01,26.0,High
Oklahoma,359834.9,1.39,101.0,High
South Dakota,79416.0,1.31,32.0,High
Florida,217613.0,0.0,47.0,High
Alabama,888698.0,4.37,79.0,High
Montana,11976.0,1.0,27.0,Low
Kentucky,544732.0,0.0,39.0,High
Oklahoma,596558.0,3.88,32.0,High
Minnesota,950462.0,1.03,26.0,Moderate
Alabama,135460.0,5.02,120.0,High
Alabama,51385.0,0.0,64.0,High
New Jersey,176500.0,2.35,26.0,High
Mississippi,158946.0,0.0,34.0,High
New Jersey,270919.0,4.94,48.0,High
New Jersey,235329.0,1.36,29.0,High
Oklahoma,191569.49,0.0,80.0,High
Michigan,16725.0,0.0,17.0,Moderate
New Jersey,40000.0,2.96,46.0,High
New Jersey,33303.0,1.23,26.0,High
West Virginia,329819.77,3.61,0.0,Moderate
New York,1128664.66,0.0,40.0,High
New Jersey,75000.0,1.22,87.0,High
Texas,397269.0,0.0,73.0,High
West Virginia,191911.04,3.51,0.0,Moderate
Alabama,27754.0,1.37,96.0,High
Alabama,48569.0,1.37,94.0,High
Minnesota,18962.0,0.0,35.0,Moderate
Minnesota,98511.0,2.69,29.0,Moderate
Texas,118500.0,3.29,59.0,High
Louisiana,0.0,1.23,0.0,High
Georgia,110978.0,0.0,20.0,High
Iowa,939676.0,2.17,43.0,High
West Virginia,240251.0,5.06,22.0,Moderate
Georgia,11983.0,0.0,55.0,High
Iowa,6392029.0,1.13,65.0,High
Wisconsin,24502.0,2.63,58.0,Moderate
Minnesota,20951.0,0.0,45.0,Moderate
Oklahoma,7500.0,0.0,75.0,High
Oklahoma,20000.0,0.0,70.0,High
New Mexico,7412.0,0.0,131.0,Low
Michigan,63823.85,1.37,63.0,Moderate
Connecticut,320630.0,2.52,33.0,Moderate
New Jersey,112500.0,0.0,48.0,High
Florida,3209765.0,0.0,141.0,High
North Carolina,302380.0,0.0,65.0,High
Ohio,26504.0,1.58,85.0,Moderate
Oklahoma,45000.0,0.0,55.0,High
South Carolina,81750.0,0.0,18.0,Moderate
Alabama,89625.0,1.37,15.0,High
Kentucky,47013.0,4.75,48.0,High
New Jersey,137633.0,1.06,41.0,High
Iowa,330100.0,1.36,37.0,High
Texas,1771575.75,1.09,89.0,High
Pennsylvania,287316.0,1.09,48.0,High
Alabama,11367.0,1.37,112.0,High
Nebraska,36434.0,0.0,31.0,High
Illinois,33459.0,0.0,69.0,Moderate
California,45000.75,0.0,36.0,High
New Jersey,22247142.61,0.0,121.0,High
Virginia,64107.0,0.0,0.0,Moderate
New Jersey,30000.0,0.0,128.0,High
New Jersey,75000.0,1.05,55.0,High
Maryland,96300.0,0.0,33.0,Moderate
Maryland,232513.43,1.0,-12.0,Moderate
New Jersey,0.0,0.29,37.0,High
New Jersey,74245.0,0.0,111.0,High
Georgia,18516.0,0.0,18.0,High
New York,3948871.32,0.0,41.0,High
Iowa,32550.0,0.0,21.0,High
Mississippi,31761.0,0.0,12.0,High
West Virginia,722869.35,1.95,0.0,Moderate
Alabama,137956.0,0.0,39.0,High
Florida,196990.0,0.0,68.0,High
Florida,47405.0,1.4,24.0,High
Virginia,20517.0,1.4,0.0,Moderate
Iowa,3750.0,0.0,25.0,High
Mississippi,966944.0,22.86,57.0,High
New Hampshire,149957.0,2.03,72.0,Moderate
Mississippi,51686.0,1.34,62.0,High
Puerto Rico,562929.0,0.0,44.0,Moderate
Alabama,22963.0,0.0,20.0,High
South Dakota,14813.0,0.0,38.0,High
Maine,38289.0,1.43,13.0,Low
Missouri,1104993.0,2.14,36.0,High
Missouri,1066266.0,2.53,33.0,High
Idaho,169958.0,1.43,29.0,Low
Texas,597256.43,1.34,99.0,High
Utah,63222.0,0.0,50.0,Low
Oklahoma,30000.0,0.0,32.0,High
Mississippi,195553.0,2.82,32.0,High
Alabama,60809.0,1.37,96.0,High
Virginia,39528.0,0.0,0.0,Moderate
Oklahoma,37882.94,0.0,67.0,High
Wisconsin,280107.0,2.97,44.0,Moderate
Texas,40969.5,0.0,73.0,High
Florida,885239.12,1.09,96.0,High
Alabama,12713.0,0.0,56.0,High
Indiana,39751.0,0.0,52.0,Low
Florida,3704052.52,0.0,168.0,High
Maine,5974.0,1.8,17.0,Low
West Virginia,722468.0,0.0,33.0,Moderate
West Virginia,12154.0,0.0,36.0,Moderate
Texas,184944.0,0.0,74.0,High
Georgia,1106899.0,1.43,56.0,High
Minnesota,274706.0,0.0,55.0,Moderate
South Carolina,14239.0,0.0,19.0,Moderate
Alaska,21485.0,3.2,26.0,Low
Oklahoma,4289.0,0.0,52.0,High
Oklahoma,10909.0,0.0,3.0,High
North Dakota,82455.0,0.0,23.0,High
Alabama,327206.0,2.23,128.0,High
New Jersey,33057.0,10.56,85.0,High
New Jersey,0.0,2.09,32.0,High
Florida,255973.5,1.11,47.0,High
Oklahoma,1879164.0,9.34,33.0,High
New Jersey,348923.95,2.76,63.0,High
Oklahoma,21870.48,0.0,50.0,High
Texas,1439397.07,4.06,72.0,High
Alabama,127832.0,3.23,19.0,High
Iowa,15578.0,0.0,57.0,High
Iowa,4500.0,0.0,41.0,High
Florida,7228.0,0.0,42.0,High
Colorado,18995.0,0.0,32.0,Moderate
New Jersey,88114.0,1.74,41.0,High
Mississippi,270295.0,0.0,30.0,High
New Jersey,75000.0,6.53,61.0,High
Alabama,173487.44,6.55,88.0,High
Wisconsin,107511.5,3.75,38.0,Moderate
Guam,83987.0,6.62,111.0,Low
Alaska,7500.0,0.0,34.0,Low
Florida,6274240.0,0.0,62.0,High
Florida,10380.0,4.9,34.0,High
Alabama,39235.0,0.0,37.0,High
Louisiana,60540.0,0.0,84.0,High
Alabama,41250.0,0.0,24.0,High
Alabama,30975.0,0.0,13.0,High
Oregon,105819.0,0.0,65.0,Moderate
Florida,6545.0,1.6,22.0,High
Florida,1765755.0,0.0,92.0,High
Florida,451627.0,1.0,68.0,High
North Dakota,465632.0,1.42,55.0,High
Michigan,257627.0,11.17,76.0,Moderate
Wisconsin,1635.0,0.0,60.0,Moderate
Oklahoma,20000.0,0.0,98.0,High
Guam,83538.0,2.79,111.0,Low
Oklahoma,20000.0,0.0,91.0,High
Texas,148719.0,1.1,102.0,High
Guam,43106.0,1.31,110.0,Low
Florida,83091.0,4.05,39.0,High
Arizona,136395.0,0.0,59.0,Low
Minnesota,38000.0,0.0,72.0,Moderate
Alabama,53400.52,3.28,117.0,High
New Jersey,1238162.32,1.08,59.0,High
Wisconsin,68700.0,3.04,30.0,Moderate
Florida,494079.4,1.97,42.0,High
North Carolina,1208568.0,0.0,61.0,High
Alabama,14000.0,14.64,22.0,High
New York,82706.0,1.25,93.0,High
Iowa,5250.0,0.0,25.0,High
Florida,171000.0,1.02,20.0,High
Florida,41591.0,2.75,45.0,High
Alabama,27812.0,1.37,11.0,High
Maine,82624.0,1.1,48.0,Low
Alabama,62569.55,4.77,111.0,High
Oklahoma,454995.37,0.0,77.0,High
Maine,89292.0,0.0,33.0,Low
Iowa,1981119.0,1.06,40.0,High
Florida,3536.58,0.0,69.0,High
Missouri,1370399.0,2.71,40.0,High
Maryland,59216.0,0.0,33.0,Moderate
New York,242259.0,2.35,83.0,High
Florida,4910.0,2.08,22.0,High
Oklahoma,75000.0,0.0,46.0,High
New Jersey,0.0,3.82,59.0,High
Mississippi,16019.0,12.63,9.0,High
Oklahoma,35913.66,0.0,55.0,High
Florida,4910.0,1.98,22.0,High
New Jersey,95900.0,2.35,97.0,High
Georgia,15734.0,0.0,11.0,High
New Jersey,100000.0,1.55,30.0,High
Texas,196200.0,1.65,46.0,High
Iowa,22500.0,0.0,24.0,High
New Jersey,400000.0,2.55,27.0,High
Colorado,107175.0,0.0,37.0,Moderate
Oklahoma,179817.5,8.71,74.0,High
Minnesota,68419.0,0.0,68.0,Moderate
North Carolina,34413.0,0.0,50.0,High
Montana,75171.0,3.28,91.0,Low
Utah,6000.0,1.88,30.0,Low
Illinois,35498.0,0.0,69.0,Moderate
Texas,1916793.0,0.0,119.0,High
Oklahoma,108008.0,2.79,68.0,High
Alabama,36398.0,2.7,18.0,High
Oklahoma,1500.0,0.0,76.0,High
Ohio,27000.0,0.0,40.0,Moderate
Oklahoma,41048.0,0.0,82.0,High
Iowa,38576.0,0.0,42.0,High
Texas,74951.0,0.0,104.0,High
Louisiana,864841.0,5.23,138.0,High
New Jersey,90300.0,3.83,22.0,High
West Virginia,3184.0,0.0,35.0,Moderate
Oklahoma,13702.0,0.0,25.0,High
Oregon,158000.03,2.66,81.0,Moderate
Iowa,598983.0,3.73,47.0,High
New Hampshire,98944.0,1.32,30.0,Moderate
Oklahoma,22500.0,0.0,105.0,High
Texas,93750.0,0.0,70.0,High
Iowa,34503.0,2.72,38.0,High
Florida,168103.0,2.63,18.0,High
Texas,58859.85,0.0,126.0,High
Tennessee,142150.0,1.69,46.0,Moderate
Texas,399941.0,0.0,57.0,High
Florida,830433.0,0.0,102.0,High
Louisiana,49994.0,0.0,58.0,High
Texas,118811.0,3.11,67.0,High
Iowa,19500.0,0.0,59.0,High
Oklahoma,0.0,0.0,113.0,High
Maine,93349.0,1.21,72.0,Low
South Dakota,453000.0,1.17,6.0,High
Texas,16509.6,0.0,110.0,High
Maryland,1311335.0,1.0,78.0,Moderate
Minnesota,156109.0,1.18,48.0,Moderate
Florida,653955.0,0.0,68.0,High
Oklahoma,190902.0,0.0,119.0,High
Maine,585000.0,1.63,54.0,Low
Kansas,30000.0,3.44,7.0,High
New York,59271.0,0.0,33.0,High
West Virginia,7657.0,0.0,-9.0,Moderate
Texas,95387.66,0.0,108.0,High
Alabama,64682.0,1.37,90.0,High
Alabama,61471.0,1.37,99.0,High
Utah,31500.0,0.0,23.0,Low
Kentucky,158135.95,1.09,73.0,High
Iowa,69037.0,0.0,28.0,High
New York,58410.0,0.0,56.0,High
Missouri,1393553.0,1.4,33.0,High
Pennsylvania,22500.0,0.0,29.0,High
New Jersey,98000.0,2.02,30.0,High
Arkansas,964823.02,1.2,79.0,Moderate
Iowa,3750.0,0.0,35.0,High
Mississippi,117762.0,0.0,20.0,High
Mississippi,37289.0,0.0,45.0,High
Texas,61232.0,0.0,123.0,High
Texas,221250.0,0.0,71.0,High
Minnesota,133738.0,9.17,31.0,Moderate
Alabama,15407.0,0.0,8.0,High
Mississippi,44140.0,0.0,15.0,High
Iowa,8250.0,0.0,18.0,High
Oregon,3000000.0,2.22,67.0,Moderate
Nevada,126000.0,5.63,47.0,Low
Kentucky,0.0,2.63,21.0,High
Virginia,1309856.25,1.0,101.0,Moderate
New Hampshire,505810.0,2.05,28.0,Moderate
Guam,1453480.58,2.07,61.0,Low
Florida,266375.63,1.68,39.0,High
Washington,21518.58,0.0,56.0,High
Kentucky,15938.0,1.94,25.0,High
Florida,923957.33,1.14,69.0,High
Florida,97496.0,0.0,37.0,High
Texas,84246.0,0.0,101.0,High
Florida,69298.0,3.25,37.0,High
Montana,66994.0,0.0,18.0,Low
New York,180420.0,1.76,41.0,High
New Jersey,445332.05,0.0,124.0,High
New Jersey,558772.0,1.86,42.0,High
South Dakota,7500.0,0.0,21.0,High
North Dakota,10513.0,0.0,8.0,High
Colorado,58194.0,0.0,33.0,Moderate
West Virginia,314274.82,3.74,-12.0,Moderate
New Jersey,75000.0,2.81,43.0,High
Kansas,36000.0,5.61,26.0,High
New Jersey,430176.75,2.56,90.0,High
Georgia,453726.0,0.0,51.0,High
Oklahoma,9650.0,0.0,37.0,High
Kansas,719814.0,2.01,41.0,High
Kentucky,39254.0,0.0,16.0,High
Georgia,1093550.0,0.0,35.0,High
Missouri,1302076.0,3.57,29.0,High
Alabama,57525.0,2.9,83.0,High
Mississippi,158175.0,0.0,16.0,High
Texas,9126.0,0.0,74.0,High
Alabama,396750.0,77.44,37.0,High
Iowa,4500.0,0.0,29.0,High
Mississippi,101250.0,0.0,19.0,High
Kansas,18750.0,0.0,38.0,High
Mississippi,726977.0,22.59,57.0,High
Oklahoma,10879.0,0.0,60.0,High
Iowa,3852966.0,1.35,73.0,High
Michigan,584130.0,1.09,69.0,Moderate
Florida,179828.0,3.35,45.0,High
Kansas,259326.0,1.06,34.0,High
California,84986.25,0.0,30.0,High
Mississippi,1650943.0,7.65,53.0,High
Nebraska,769415.0,2.62,43.0,High
New Jersey,0.0,1.98,41.0,High
Mississippi,403022.0,1.06,48.0,High
New Jersey,100000.0,0.0,101.0,High
Mississippi,239550.0,0.0,59.0,High
Louisiana,580911.0,1.88,80.0,High
Washington,547819.0,0.0,115.0,High
New York,17289.0,3.03,57.0,High
Montana,10001.0,0.0,33.0,Low
Texas,48108.21,0.0,137.0,High
Iowa,1228653.0,0.0,48.0,High
Mississippi,34253.0,0.0,17.0,High
Texas,120000.0,0.0,112.0,High
Virginia,1485431.0,1.0,83.0,Moderate
Michigan,784881.1,1.01,44.0,Moderate
North Dakota,386264.0,1.05,47.0,High
Louisiana,64760.0,0.0,51.0,High
Mississippi,7195629.0,1.0,77.0,High
Washington,132966.0,0.0,91.0,High
Arkansas,826530.0,3.86,62.0,Moderate
Iowa,193307.0,1.67,36.0,High
Georgia,429598.0,5.25,52.0,High
Arkansas,802373.0,3.72,35.0,Moderate
Texas,11269.13,1.01,71.0,High
New Hampshire,135140.0,1.04,65.0,Moderate
Georgia,14045.0,0.0,45.0,High
New Hampshire,114384.0,1.03,35.0,Moderate
Texas,300764.0,2.13,69.0,High
Washington,55066.03,0.0,64.0,High
Alabama,4000.0,3.7,96.0,High
Alabama,4000.0,1.37,20.0,High
Florida,31258.0,4.2,45.0,High
Louisiana,298669.0,0.0,46.0,High
Oklahoma,151575.0,5.21,66.0,High
Alabama,65494.0,13.17,18.0,High
Florida,110504.0,11.46,41.0,High
Guam,201361.0,0.0,110.0,Low
Minnesota,626697.0,1.25,20.0,Moderate
Florida,21318.0,1.11,23.0,High
Alaska,7481.0,0.0,22.0,Low
New York,138940.0,1.34,91.0,High
Texas,7062404.0,1.17,97.0,High
Oklahoma,37500.0,0.0,52.0,High
Nebraska,33835.0,0.0,41.0,High
Missouri,837218.0,4.12,34.0,High
New Jersey,451690.15,2.16,90.0,High
Missouri,1067643.0,2.56,36.0,High
Missouri,1009108.0,2.92,33.0,High
Washington,362020.0,7.43,49.0,High
New Jersey,449910.43,3.88,77.0,High
Texas,658055.0,3.01,55.0,High
Texas,0.0,1.62,23.0,High
Maine,17756.0,0.0,9.0,Low
Maryland,134271.0,1.02,24.0,Moderate
Florida,952942.0,0.0,97.0,High
New Jersey,287887.5,4.65,41.0,High
Arkansas,597454.0,1.0,55.0,Moderate
Texas,1.0,0.0,174.0,High
Oklahoma,5625.0,0.0,95.0,High
Oklahoma,1500.0,0.0,82.0,High
Florida,3407324.93,0.0,165.0,High
Texas,95213.0,0.0,66.0,High
New Jersey,71899.0,0.0,98.0,High
Pennsylvania,152167.0,1.05,29.0,High
Alabama,26250.0,1.37,14.0,High
Alabama,18125.0,1.37,96.0,High
Alabama,49412.0,1.37,94.0,High
Minnesota,17120.0,0.0,42.0,Moderate
New Jersey,39375.0,2.2,64.0,High
Texas,545900.44,0.0,96.0,High
Iowa,35955.0,0.0,28.0,High
Missouri,104850.0,0.0,17.0,High
Florida,194512.5,1.0,45.0,High
Arkansas,1151724.82,1.28,38.0,Moderate
Michigan,0.0,1.05,20.0,Moderate
West Virginia,34028.0,1.0,16.0,Moderate
Michigan,1845000.0,1.25,99.0,Moderate
Florida,60055.0,1.07,43.0,High
Guam,167072.0,2.22,125.0,Low
Texas,547963.34,0.0,132.0,High
Virginia,83533.0,1.02,8.0,Moderate
Virginia,78750.0,7.88,4.0,Moderate
West Virginia,17250.0,0.0,17.0,Moderate
Florida,21863.0,2.53,21.0,High
Florida,6680.0,1.08,43.0,High
Florida,0.0,1.57,12.0,High
Oklahoma,33095.0,0.0,32.0,High
Alabama,83206.0,1.37,80.0,High
Mississippi,11250.0,0.0,18.0,High
Wisconsin,28899.0,0.0,47.0,Moderate
Iowa,515170.0,2.62,19.0,High
Texas,68155.0,0.0,88.0,High
Alabama,56060.0,1.37,87.0,High
Alabama,93015.0,0.0,73.0,High
North Carolina,57255.0,3.36,45.0,High
Iowa,308487.0,1.98,37.0,High
Kentucky,17654.0,0.0,18.0,High
Kentucky,18900.0,0.0,20.0,High
Pennsylvania,2756.0,1.45,24.0,High
Virginia,156750.0,1.04,22.0,Moderate
Kentucky,16508.0,0.0,28.0,High
Washington,18612.0,0.0,39.0,High
Minnesota,41250.0,1.76,80.0,Moderate
Arkansas,463040.0,1.0,52.0,Moderate
Arkansas,316466.0,1.03,52.0,Moderate
Utah,8105.0,1.74,31.0,Low
Guam,378192.0,1.55,111.0,Low
Texas,2434377.0,0.0,119.0,High
Iowa,310027.0,1.82,53.0,High
North Dakota,43835.0,1.99,47.0,High
Montana,79386.0,8.83,59.0,Low
West Virginia,207377.0,1.05,0.0,Moderate
Guam,47680.0,0.0,110.0,Low
Arizona,24780.0,0.0,57.0,Low
Florida,617379.0,3.2,71.0,High
Florida,122668.0,1.98,42.0,High
Massachusetts,50394.0,0.0,81.0,Moderate
Pennsylvania,183368.0,0.0,43.0,High
South Dakota,282150.0,1.16,29.0,High
New Jersey,659908.0,1.0,50.0,High
California,411742.0,1.22,21.0,High
New Jersey,1209226.0,1.0,51.0,High
New Jersey,60000.0,0.0,22.0,High
Minnesota,196436.63,2.12,39.0,Moderate
New York,38003.0,0.0,43.0,High
New Jersey,7495.0,1.47,111.0,High
New Jersey,250000.0,0.0,50.0,High
South Carolina,49744.15,0.0,47.0,Moderate
New Hampshire,25053.0,0.0,14.0,Moderate
Alabama,2932895.46,3.54,60.0,High
Oklahoma,17900.04,0.0,54.0,High
Oklahoma,613073.27,0.0,50.0,High
Oklahoma,38203.57,0.0,50.0,High
Washington,19994.95,0.0,56.0,High
Wisconsin,345373.76,1.55,37.0,Moderate
Arkansas,441970.5,1.55,0.0,Moderate
Pennsylvania,265350.0,1.0,35.0,High
Alabama,29625.0,0.0,19.0,High
Mississippi,12750.0,0.0,20.0,High
Wisconsin,78798.0,0.0,24.0,Moderate
Maine,37987.0,1.04,16.0,Low
New Hampshire,78554.0,1.0,79.0,Moderate
Mississippi,174794.0,0.0,27.0,High
West Virginia,25623.0,0.0,43.0,Moderate
Oregon,52942.0,13.67,70.0,Moderate
Florida,206.0,1.23,164.0,High
Oregon,326193.0,1.59,83.0,Moderate
Florida,48589.0,2.88,36.0,High
Florida,9718.0,6.48,22.0,High
Florida,1531284.0,0.0,70.0,High
Virginia,12052.0,0.0,0.0,Moderate
Florida,420401.0,2.53,34.0,High
South Carolina,33730.0,0.0,24.0,Moderate
Florida,18474.0,0.0,31.0,High
Ohio,29872.93,11.54,36.0,Moderate
New Hampshire,429300.0,2.05,0.0,Moderate
Florida,1112623.0,0.0,73.0,High
Alabama,66492.56,2.62,117.0,High
Florida,21603.0,2.16,37.0,High
Illinois,54750.0,0.0,89.0,Moderate
South Dakota,138000.0,1.21,42.0,High
Louisiana,22175.0,0.0,96.0,High
Maine,144358.0,0.0,17.0,Low
Alabama,844825.0,3.4,35.0,High
Iowa,3010240.0,0.0,72.0,High
Texas,1292815.0,1.28,83.0,High
Maine,5126.0,1.12,22.0,Low
Oklahoma,14316.0,0.0,106.0,High
Texas,13746611.34,0.0,149.0,High
Kansas,99967.0,0.0,37.0,High
Iowa,4500.0,0.0,43.0,High
Minnesota,18740.0,0.0,40.0,Moderate
Arkansas,538931.0,3.21,67.0,Moderate
Kansas,22500.0,0.0,20.0,High
Oklahoma,18742.0,0.0,105.0,High
Alabama,826107.97,3.0,43.0,High
New Jersey,4568863.0,1.02,64.0,High
Michigan,4066.0,0.0,83.0,Moderate
Oklahoma,519473.0,0.0,92.0,High
Texas,399084.0,0.0,140.0,High
Florida,34910.0,1.54,36.0,High
Guam,46994.0,0.0,110.0,Low
Iowa,33970.0,0.0,53.0,High
Iowa,516150.0,1.41,44.0,High
Oklahoma,25045.83,0.0,95.0,High
Ohio,6543.0,0.0,51.0,Moderate
South Dakota,9375.0,0.0,19.0,High
New York,49152.0,0.0,30.0,High
New Jersey,436275.0,1.15,61.0,High
Pennsylvania,18638.0,0.0,38.0,High
Alabama,58816.0,1.37,94.0,High
Alabama,58830.0,12.15,73.0,High
New Jersey,668513.0,3.59,81.0,High
Alabama,25234.0,0.0,44.0,High
Iowa,1001800.0,1.45,38.0,High
Alabama,42376.0,1.37,91.0,High
Alabama,54276.0,1.37,93.0,High
Missouri,1164187.0,2.83,29.0,High
Alabama,14000.0,2.33,28.0,High
Texas,1013234.0,1.43,113.0,High
Florida,972063.0,1.11,84.0,High
Wisconsin,25192.0,0.0,49.0,Moderate
Alabama,232115.0,0.0,21.0,High
Texas,766481.0,1.66,89.0,High
Maryland,51937.49,1.0,0.0,Moderate
West Virginia,195969.0,1.42,66.0,Moderate
Kentucky,26603.0,0.0,33.0,High
Texas,86931.0,0.93,50.0,High
Wisconsin,471338.0,1.29,85.0,Moderate
Tennessee,230250.0,1.59,61.0,Moderate
West Virginia,178111.0,3.39,28.0,Moderate
Alabama,74118.0,1.37,112.0,High
North Dakota,574121.25,1.14,75.0,High
Missouri,1032322.0,1.88,31.0,High
Iowa,23850.0,0.0,21.0,High
Alabama,47844.0,1.37,96.0,High
Iowa,19527.0,0.0,34.0,High
Oklahoma,6000.0,6.55,17.0,High
Florida,22645.0,1.81,27.0,High
Ohio,64033.0,1.01,28.0,Moderate
Alabama,1948581.0,1.51,118.0,High
Florida,4910.0,2.1,22.0,High
Alabama,42185.0,9.15,43.0,High
Mississippi,45002.0,0.0,18.0,High
New Hampshire,235193.0,2.03,45.0,Moderate
Florida,521817.0,0.0,44.0,High
Oklahoma,19688.0,0.0,56.0,High
Mississippi,60158.0,0.0,22.0,High
Oklahoma,22500.0,0.0,47.0,High
