state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel,ZoneRiskLevelNumeric,RiskScore,InsuranceZone
Georgia,1.7862166076269283e-05,0.0,0.4734177215189873,High,0.8,0.46469068917022793,Low
Maryland,7.474369945471992e-05,3.3843341600063656e-06,0.3949367088607595,Moderate,0.5,73869.92815311528,Moderate
Wisconsin,0.00015347816871233753,0.0,0.5367088607594936,Moderate,0.5,0.4324031634193837,Low
Alaska,0.0005800277098487644,2.1540338992174006e-06,0.5367088607594936,Low,0.2,116061.44937153604,Moderate
South Carolina,0.00011046379150765497,7.583490132076241e-07,0.5670886075949367,Moderate,0.5,329663.7017597794,High
Iowa,0.00015765257663186686,0.0,0.46582278481012657,High,0.8,0.46322761799267803,Low
Tennessee,6.112611196043272e-05,0.0,0.4734177215189873,Moderate,0.5,0.4197079947485816,Low
Iowa,3.35923384082296e-05,0.0,0.5265822784810127,High,0.8,0.4753298926315658,Moderate
Rhode Island,0.0002855363694627697,4.033771346849065e-07,0.49367088607594933,Low,0.2,619767.5338483917,High
Pennsylvania,4.367003993069848e-05,0.0,0.45569620253164556,High,0.8,0.4611567085223014,Low
Oklahoma,5.768327052179372e-05,0.0,0.549367088607595,High,0.8,0.4798964910297277,Moderate
Kentucky,9.13607095206575e-05,0.0,0.47848101265822784,High,0.8,0.46573274681545385,Low
Iowa,0.0008381542241632369,9.31801181122134e-07,0.5063291139240507,High,0.8,268297.7995231624,High
Oklahoma,0.00012210255139084655,5.288274235719124e-06,0.4962025316455696,High,0.8,47274.62089117802,Moderate
West Virginia,0.00011443789951070216,0.0,0.4278481012658228,Moderate,0.5,0.4106153954129689,Low
New York,0.00047382665171576013,0.0,0.46582278481012657,High,0.8,0.4633540876227116,Low
Tennessee,2.0895927482736953e-05,0.0,0.4835443037974684,Moderate,0.5,0.4217172191304868,Low
Georgia,3.35923384082296e-05,0.0,0.4759493670886076,High,0.8,0.46520331035308476,Low
Missouri,0.0013254148252566525,6.413696441490014e-07,0.4582278481012658,High,0.8,389791.0329304525,High
Florida,0.0006773761118563711,1.2222327180952667e-06,0.5164556962025316,High,0.8,204543.92158189166,Moderate
California,0.0003959206740327867,5.848968452931144e-07,0.620253164556962,High,0.8,427426.0407607254,High
North Dakota,0.0026731349632163697,8.753283822662471e-07,0.49873417721518987,High,0.8,285607.31989443046,High
Florida,3.6773906103693475e-05,3.0696999949521385e-06,0.4582278481012658,High,0.8,81441.39497171149,Moderate
Alabama,1.0313594387735558e-05,5.526266745183219e-07,0.7012658227848101,High,0.8,452385.2274105747,High
Iowa,0.0006309686248038218,5.203565037435293e-07,0.5139240506329114,High,0.8,480440.0718744069,High
New York,3.402829231112751e-05,0.0,0.8430379746835444,High,0.8,0.5386212062536333,Moderate
Alabama,7.89827390333467e-05,1.799062020694683e-06,0.7088607594936709,High,0.8,138961.5633732517,Moderate
Kentucky,0.00023693357084049409,5.768293025994162e-07,0.6025316455696202,High,0.8,433404.0203213823,High
New Jersey,0.0007830389012886501,6.534709581895486e-07,0.5620253164556962,High,0.8,382572.704940501,High
Georgia,3.135284918101429e-05,0.0,0.5113924050632911,High,0.8,0.47229102215233065,Low
Mississippi,3.7268086726498985e-05,0.0,0.4835443037974684,High,0.8,0.4667237679941843,Low
Texas,0.0044894279111648,0.0,0.5417721518987342,High,0.8,0.4801502015442128,Moderate
Georgia,0.00011522172074022752,3.630394212164158e-07,0.46329113924050636,High,0.8,688630.6627043167,High
North Dakota,2.2394892272153064e-05,0.0,0.4759493670886076,High,0.8,0.46519883137463036,Low
Kansas,4.8865654937837986e-05,0.0,0.49367088607594933,High,0.8,0.46875372347716504,Low
Idaho,3.816056797332883e-05,6.21200787414756e-07,0.4835443037974684,Low,0.2,402446.4936072419,High
Oklahoma,1.1197446136076532e-05,0.0,0.46329113924050636,High,0.8,0.4626627068265557,Low
Oklahoma,2.2394892272153064e-06,0.0,0.5746835443037974,High,0.8,0.4849376046564504,Moderate
California,3.9668819178073796e-06,0.0,0.5341772151898734,High,0.8,0.47683702979074183,Moderate
Alaska,0.0006973814243333009,7.502814705139261e-07,0.5113924050632911,Low,0.2,333208.41481549817,High
Ohio,0.00010305609862144127,4.033771346849065e-07,0.4860759493670886,Moderate,0.5,619767.5772564122,High
South Dakota,0.00025118409771010503,5.203565037435293e-07,0.49873417721518987,High,0.8,480440.0686845184,High
Oklahoma,2.2394892272153064e-06,0.0,0.5341772151898734,High,0.8,0.4768363388336656,Moderate
Texas,0.0002239141957085806,5.485929031714728e-07,0.5316455696202531,High,0.8,455711.553624562,High
Texas,5.2881805618644106e-05,5.324578177840765e-07,0.5316455696202531,High,0.8,469520.9877139031,High
Pennsylvania,4.04989231849616e-05,0.0,0.5215189873417722,High,0.8,0.47431999703762845,Moderate
Ohio,6.270026386817054e-05,4.6791747623449146e-07,0.4607594936708861,Moderate,0.5,534282.4128666341,High
California,5.3708654901188355e-05,2.984990796668308e-06,0.7848101265822784,High,0.8,83752.6290105358,Moderate
Indiana,0.00028011232655445427,1.6578800235549657e-06,0.6025316455696202,Low,0.2,150795.13966946895,Moderate
Maryland,0.0014441794179543346,5.203565037435293e-07,0.969620253164557,Moderate,0.5,480440.11833893176,High
Florida,4.223228784682625e-05,1.9563791032217965e-05,0.49367088607594933,High,0.8,12778.928132513429,Moderate
South Carolina,0.00016400339483204493,1.7708256212667393e-06,0.4607594936708861,Moderate,0.5,141177.2526389124,Moderate
Florida,0.0011513243976970253,4.586398021367386e-06,0.549367088607595,High,0.8,54509.23693025356,Moderate
Oklahoma,1.847578612452628e-05,0.0,0.4582278481012658,High,0.8,0.46165295993470296,Low
Florida,0.0007196855725019671,4.154784487254537e-07,0.46329113924050636,High,0.8,601716.1401305682,High
Mississippi,0.009101694792427995,0.0,0.6708860759493671,High,0.8,0.5078178931068447,Moderate
Florida,0.0002496448221145991,7.422139278202279e-07,0.5063291139240507,High,0.8,336830.3327787242,High
Vermont,0.0027839698978086866,6.534709581895486e-07,0.6759493670886076,Moderate,0.5,382572.68352568353,High
North Dakota,0.0006840997602230959,6.010319306805107e-07,0.44556962025316454,High,0.8,415951.48791105393,High
Puerto Rico,0.0006241008578403616,1.431988828131418e-06,0.5518987341772152,Moderate,0.5,174582.553235021,Moderate
Ohio,0.0015928232759215234,7.664165559013223e-07,0.5367088607594936,Moderate,0.5,326193.55403153313,High
Kansas,0.00013134753616899587,0.0,0.42025316455696204,High,0.8,0.45410317192586,Low
Tennessee,0.00023337148406546996,2.6582553175735337e-06,0.569620253164557,Moderate,0.5,94046.83621011548,Moderate
West Virginia,0.00039370220614445085,6.010319306805107e-07,0.5670886075949367,Moderate,0.5,415951.4670986924,High
Pennsylvania,4.2559253273999684e-05,0.0,0.4911392405063291,High,0.8,0.46824487180257546,Low
Arizona,1.7866406175872814e-05,0.0,0.49367088607594933,Low,0.2,0.37874132377766023,Low
Pennsylvania,0.0004886968601844697,0.0,0.3949367088607595,High,0.8,0.44918282051622566,Low
Kansas,2.8154858564550833e-05,0.0,0.5139240506329114,High,0.8,0.47279607207000807,Low
California,0.0,8.148218120635111e-07,0.4430379746835443,High,0.8,306815.75563729793,High
Iowa,7.838212295253573e-06,0.0,0.4962025316455696,High,0.8,0.469243641614032,Low
Alabama,8.922125081225781e-05,5.526266745183219e-07,0.6025316455696202,High,0.8,452385.2076953023,High
Florida,7.005271602011292e-05,0.0,0.4481012658227848,High,0.8,0.459648274250965,Low
Arkansas,0.00015766004159595759,0.0,0.5848101265822785,Moderate,0.5,0.4420250893330941,Low
Florida,0.0005799784410857657,6.252345587616051e-07,0.5822784810126582,High,0.8,399850.17539736495,High
Vermont,0.00010814623368597892,4.3564730545969905e-07,0.6253164556962025,Moderate,0.5,573858.9084398829,High
South Carolina,7.946379624928072e-05,8.06350892235128e-06,0.5569620253164557,Moderate,0.5,31004.058610283635,Moderate
Vermont,0.0,0.0,0.5645569620253165,Moderate,0.5,0.4379113924050633,Low
North Carolina,0.0028875975290108416,8.148218120635111e-07,0.5772151898734177,High,0.8,306815.78362778,High
New Jersey,0.0032264164532245015,4.033771346849065e-08,0.5088607594936709,High,0.8,6197674.273062718,High
Georgia,2.322499627904087e-05,0.0,0.5240506329113924,High,0.8,0.47481941658079013,Moderate
North Carolina,1.1197446136076532e-05,0.0,0.44556962025316454,High,0.8,0.4591184030290873,Low
Oregon,0.0025324220025385847,5.324578177840765e-07,0.5746835443037974,Moderate,0.5,469520.9523133141,High
Florida,0.00015097591274912896,5.526266745183219e-07,0.5341772151898734,High,0.8,452385.19404911814,High
Texas,1.9428315542501854e-05,0.0,0.6177215189873417,High,0.8,0.4935520751236853,Moderate
Mississippi,0.00012641319490503148,7.260788424328316e-07,0.4582278481012658,High,0.8,344315.4366961349,High
Nebraska,7.763114756500953e-05,2.2468106401949293e-06,0.49367088607594933,High,0.8,111269.05269700705,Moderate
Iowa,0.009543253390365219,4.558161621939443e-07,0.5594936708860759,High,0.8,548466.9658045312,High
Texas,0.0013136771844591154,5.445591318246238e-07,0.549367088607595,High,0.8,459087.19706555526,High
Illinois,0.0017036406678482274,8.793621536130962e-07,0.5620253164556962,Moderate,0.5,284297.1628571618,High
Illinois,0.010545786123806059,2.02818023319571e-05,0.579746835443038,Moderate,0.5,12326.515871738819,Moderate
Iowa,7.759830172301037e-05,6.224109188188107e-06,0.46835443037974683,High,0.8,40166.604175029745,Moderate
Alabama,1.0783887125450773e-05,0.0,0.5848101265822785,High,0.8,0.4869663388713059,Moderate
Maine,2.2394892272153064e-05,0.0,0.43037974683544306,Low,0.2,0.36608490732399745,Low
South Carolina,4.478978454430613e-05,0.0,0.5240506329113924,Moderate,0.5,0.42982804249609624,Low
New York,4.478978454430613e-05,8.349906687977564e-07,0.6050632911392405,High,0.8,299404.78450883506,High
Washington,2.7787582331287524e-05,0.0,0.49367088607594933,High,0.8,0.46874529224812234,Low
Minnesota,0.0002298835691736512,0.0,0.45569620253164556,Moderate,0.5,0.41623119393399854,Low
Puerto Rico,0.0016602886353877936,0.0,0.5291139240506328,Moderate,0.5,0.4314869002642817,Low
Guam,5.0869251299786614e-05,2.3113509817445144e-06,0.6734177215189874,Low,0.2,108162.01548923232,Moderate
Maine,2.09216218891372e-05,0.0,0.5620253164556962,Low,0.2,0.39241343193989486,Low
New Mexico,3.841522775831957e-05,0.0,0.5620253164556962,Low,0.2,0.39242042938224253,Low
Washington,0.0015227571229660473,2.230675554807533e-06,0.4,High,0.8,112073.87239933792,Moderate
Georgia,2.84624150850884e-05,0.0,0.46835443037974683,High,0.8,0.4636822710419834,Low
Wisconsin,1.8363811663165512e-06,9.640713518969265e-07,0.40253164556962023,Moderate,0.5,259317.06136480425,High
Colorado,0.002329022304507562,1.859568590897419e-06,0.5974683544303797,Moderate,0.5,134439.97959013883,Moderate
North Carolina,0.0007071067795506879,1.0891182636492475e-06,0.5367088607594936,High,0.8,229543.7109579482,Moderate
Louisiana,0.00029967677318211444,1.7869607066541356e-06,0.7822784810126582,High,0.8,139902.62533403194,Moderate
Missouri,0.0004501373346702766,5.04221418356133e-07,0.5012658227848101,High,0.8,495814.1444332195,High
Oklahoma,2.382317878155826e-05,0.0,0.6126582278481012,High,0.8,0.49254117484113286,Moderate
Virginia,0.0009927670674173634,4.517823908470953e-07,0.5417721518987342,Moderate,0.5,553363.9382158229,High
Alabama,2.8707265907263942e-05,5.526266745183219e-07,0.6329113924050633,High,0.8,452385.2137470461,High
Texas,0.001644680888466921,2.420262808109439e-07,0.6126582278481012,High,0.8,1032945.918189518,High
Florida,0.00013695671018676113,7.704503272481713e-07,0.4911392405063291,High,0.8,324485.7706386518,High
Oklahoma,8.3980846020574e-06,0.0,0.6354430379746836,High,0.8,0.49709196682877754,Moderate
Oklahoma,1.748808179575524e-05,0.0,0.5215189873417722,High,0.8,0.47431079270107274,Low
Florida,2.6197544979964656e-05,3.2592872482540444e-06,0.45569620253164556,High,0.8,76704.09790714527,Moderate
Alabama,0.00012664610178466187,1.6296436241270222e-06,0.43037974683544306,High,0.8,153407.9796414593,Moderate
Oklahoma,1.504936760688686e-06,0.0,0.5974683544303797,High,0.8,0.4894942728607802,Moderate
New Mexico,6.406886052470635e-05,0.0,0.6050632911392405,Low,0.2,0.401038285772058,Low
Kentucky,0.00014247182565698337,1.488461626987305e-06,0.4430379746835443,High,0.8,167958.8550060471,Moderate
Illinois,0.00022394892272153066,4.033771346849065e-07,0.5088607594936709,Moderate,0.5,619767.5818617315,High
Tennessee,0.0007528625304483329,0.0,0.4860759493670886,Moderate,0.5,0.42251633488559703,Low
Florida,0.0014590660493440438,9.156660957347377e-07,0.5037974683544304,High,0.8,273025.50988937565,High
Minnesota,0.001527291342154749,0.0,0.5468354430379747,Moderate,0.5,0.4349780051444569,Low
New Jersey,0.006821279646081738,4.114446773786046e-07,0.5569620253164557,High,0.8,607615.3370620934,High
Colorado,0.0012317190749684185,6.534709581895486e-07,0.49873417721518987,Moderate,0.5,382572.64746174525,High
Kentucky,0.00012837498746807207,0.0,0.4430379746835443,High,0.8,0.4586589449316961,Low
Alabama,0.0002610826550243249,1.557035739883739e-06,0.5949367088607596,High,0.8,160561.7429777852,Moderate
Florida,2.0601807897562676e-05,9.237336384284358e-07,0.4962025316455696,High,0.8,270641.00745835406,High
Georgia,0.00014899293461799888,2.4121952654157408e-06,0.6784810126582279,High,0.8,103640.29003673617,Moderate
Tennessee,0.00023129295439397872,1.7183865937577016e-06,0.4911392405063291,Moderate,0.5,145485.47965839348,Moderate
Florida,0.00017327599997732991,7.744840985950204e-07,0.5037974683544304,High,0.8,322795.74426630413,High
Florida,1.948504926959131e-05,1.5610695112305882e-06,0.4962025316455696,High,0.8,160146.8355273701,Moderate
Indiana,0.00014950531482325758,0.0,0.5822784810126582,Low,0.2,0.396515498328461,Low
Indiana,0.00010932141312292426,0.0,0.5670886075949367,Low,0.2,0.3934614500842365,Low
Oklahoma,1.1842419033514541e-05,0.0,0.5746835443037974,High,0.8,0.48494144582837284,Moderate
Louisiana,0.0008876364851349681,6.81707357617492e-07,0.5772151898734177,High,0.8,366726.5109460216,High
Kansas,0.0002983163879860784,8.753283822662471e-07,0.49873417721518987,High,0.8,285607.31894450303,High
Minnesota,7.966609677613917e-06,0.0,0.49367088607594933,Moderate,0.5,0.42373736385906097,Low
Georgia,2.6873870726583678e-05,0.0,0.4810126582278481,High,0.8,0.46621328119386024,Low
Louisiana,0.00037263645072865007,5.929643879868125e-07,0.5468354430379747,High,0.8,421610.70910797996,High
Texas,1.1734923550608205e-05,3.96923100529948e-06,0.5367088607594936,High,0.8,62984.7197245149,Moderate
Alaska,1.11586283228048e-05,0.0,0.46329113924050636,Low,0.2,0.3726626912994304,Low
Kansas,0.0009243984472961165,1.3835835719692293e-06,0.4962025316455696,High,0.8,180690.42514962432,Moderate
Connecticut,0.00029477351602862377,3.174578049970214e-06,0.5367088607594936,Moderate,0.5,78750.80571254052,Moderate
South Carolina,1.8369783634438088e-05,0.0,0.4759493670886076,Moderate,0.5,0.42019722133117526,Low
North Carolina,0.000328654494738385,4.6791747623449146e-07,0.5367088607594936,High,0.8,534282.4731628892,High
Louisiana,0.003920510202862753,6.655722722300957e-07,0.6658227848101266,High,0.8,375616.8638236702,High
Florida,0.000242435906292193,4.0741090603175555e-07,0.4481012658227848,High,0.8,613631.3037766335,High
New Jersey,0.0001110578384200661,9.721388945906247e-07,0.6303797468354431,High,0.8,257165.14446062146,High
Florida,1.8832611408062585e-05,4.759850189281896e-07,0.49873417721518987,High,0.8,525226.8341611482,High
Missouri,0.001343693536329184,9.600375805500775e-07,0.49367088607594933,High,0.8,260406.69196073024,High
Iowa,0.000955607969166589,4.4371484815339714e-07,0.5544303797468354,High,0.8,563425.1449046829,High
Kansas,2.7993615340191332e-05,0.0,0.4759493670886076,High,0.8,0.4652010708638576,Low
Tennessee,0.00032044254155096563,0.0,0.4734177215189873,Moderate,0.5,0.41981172132041783,Low
Florida,3.6296148401887546e-05,1.0729831782618512e-06,0.5569620253164557,High,0.8,232995.4964445175,Moderate
Nebraska,3.09348111919341e-06,0.0,0.4911392405063291,High,0.8,0.4682290854937135,Low
Washington,0.00041803798908019053,5.17532863800735e-06,0.5113924050632911,High,0.8,48306.33351350603,Moderate
Alabama,8.006024688012907e-05,7.422139278202279e-07,0.6253164556962025,High,0.8,336830.35650835873,High
New Jersey,0.0,9.600375805500775e-07,0.6253164556962025,High,0.8,260406.71775236676,High
New Hampshire,0.0007470831552492993,4.154784487254537e-07,0.5392405063291139,Moderate,0.5,601716.1103314005,High
North Carolina,0.0,5.163227323966803e-07,0.4481012658227848,High,0.8,484193.49477650324,High
New York,2.4450743382736717e-05,0.0,0.6025316455696202,High,0.8,0.49051610941127716,Moderate
Pennsylvania,0.0004289607245377287,4.396810768065481e-07,0.5164556962025316,High,0.8,568594.1730040079,High
Alabama,4.871038368475106e-05,5.526266745183219e-07,0.6379746835443039,High,0.8,452385.21476770553,High
Florida,0.0021402783614568504,1.0850844923023985e-06,0.5215189873417722,High,0.8,230397.02999262259,Moderate
Vermont,5.117979380596047e-05,4.033771346849065e-07,0.6050632911392405,Moderate,0.5,619767.6010331301,High
Minnesota,0.0004369646590357962,0.0,0.46329113924050636,Moderate,0.5,0.4178330137117156,Low
California,9.947213950163134e-05,0.0,0.4582278481012658,High,0.8,0.4616853584760538,Low
Florida,0.0006150316431066923,9.640713518969265e-07,0.5063291139240507,High,0.8,259317.12736957605,High
Nebraska,4.9392681402642655e-05,0.0,0.43544303797468353,High,0.8,0.45710836466749777,Low
Florida,0.00044083001744196976,5.727955312525672e-07,0.49873417721518987,High,0.8,436456.138937252,High
Alabama,4.834310745148775e-05,5.526266745183219e-07,0.6379746835443039,High,0.8,452385.2147675586,High
Iowa,0.0008942773171900706,1.5045967123747012e-06,0.5139240506329114,High,0.8,166157.70437576502,Moderate
New York,0.016392198193367156,0.0,0.8050632911392406,High,0.8,0.537569537505195,Moderate
Michigan,2.2394892272153064e-05,0.0,0.5088607594936709,Moderate,0.5,0.42678110985564305,Low
Texas,3.446662007260627e-05,0.0,0.5822784810126582,High,0.8,0.4864694828505607,Moderate
Connecticut,0.0,1.916041389753306e-06,0.4278481012658228,Moderate,0.5,130477.50899067288,Moderate
Louisiana,0.003763507929112685,4.7195124758134053e-07,0.7215189873417722,High,0.8,529715.9965784316,High
Oklahoma,0.00044558254204054063,6.21200787414756e-07,0.5544303797468354,High,0.8,402446.59794742585,High
Mississippi,0.0,0.0,0.4253164556962025,High,0.8,0.4550632911392405,Low
West Virginia,4.753689132969024e-06,0.0,0.4835443037974684,Moderate,0.5,0.4217107622351469,Low
Guam,0.0001253919878174213,2.670356631614081e-06,0.6759493670886076,Low,0.2,93620.61916752267,Moderate
Georgia,1.789053293981401e-05,0.0,0.5341772151898734,High,0.8,0.4768425992511506,Moderate
Pennsylvania,0.0027879396910624895,0.0,0.6,High,0.8,0.491115175876425,Moderate
Connecticut,0.00022620184888410926,0.0,0.45569620253164556,Moderate,0.5,0.41622972124588276,Low
West Virginia,0.0005832615322928633,4.033771346849065e-07,0.4860759493670886,Moderate,0.5,619767.5774484944,High
Minnesota,5.972120571855965e-05,0.0,0.5594936708860759,Moderate,0.5,0.4369226226595026,Low
Alabama,0.0001674242146266163,1.2262664894421157e-06,0.6683544303797468,High,0.8,203871.1106457505,Moderate
Florida,0.00016068484504551639,2.0209194447713813e-06,0.5215189873417722,High,0.8,123706.29323034687,Moderate
Nevada,0.0003699513031452189,4.981707613358595e-06,0.4911392405063291,Low,0.2,50183.723922387326,Moderate
Tennessee,0.003021742814281613,7.785178699418695e-07,0.5443037974683544,Moderate,0.5,321123.1928414774,High
Washington,6.71846768164592e-05,0.0,0.6430379746835443,High,0.8,0.49863446880743545,Moderate
Texas,0.0005189602575761565,6.81707357617492e-07,0.6582278481012658,High,0.8,366726.5270010828,High
Maryland,0.00011175648440931636,0.0,0.4531645569620253,Moderate,0.5,0.4156776139861688,Low
Louisiana,0.00020876697735239266,5.445591318246238e-07,0.6430379746835443,High,0.8,459087.2153577684,High
Florida,0.001376272132613894,4.800187902750387e-07,0.569620253164557,High,0.8,520813.17985271075,High
Florida,0.00011725517695853901,7.220450710859826e-07,0.4759493670886076,High,0.8,346238.9889797923,High
New Hampshire,6.66348374213933e-05,0.0,0.5645569620253165,Moderate,0.5,0.43793804634003186,Low
Georgia,2.9113359953798983e-05,0.0,0.5063291139240507,High,0.8,0.4712774681287917,Low
Louisiana,9.704453317932995e-05,0.0,0.5518987341772152,High,0.8,0.4804185646487148,Moderate
Illinois,0.0039775015757228345,4.1951222007230277e-07,0.569620253164557,Moderate,0.5,595930.3876304358,High
Florida,0.0005892311147769285,4.695309847732312e-06,0.5164556962025316,High,0.8,53244.8459495121,Moderate
North Carolina,4.868649579966076e-05,0.0,0.5468354430379747,High,0.8,0.4793865632059148,Moderate
Louisiana,0.00018990868646785798,5.243902750903784e-07,0.6354430379746836,High,0.8,476744.4048568788,High
Mississippi,2.793837460592002e-05,0.0,0.4379746835443038,High,0.8,0.4576061120587031,Low
Washington,0.0,4.275797627660009e-07,0.5620253164556962,High,0.8,584686.4635371387,High
Arkansas,0.00014656703030751017,7.986867266761148e-07,0.5037974683544304,Moderate,0.5,313014.0167272114,High
Louisiana,0.0015192575478003188,5.929643879868125e-07,0.810126582278481,High,0.8,421610.76222485624,High
Kansas,2.7993615340191332e-05,0.0,0.4962025316455696,High,0.8,0.46925170377525,Low
New Jersey,0.0007845821781049088,1.3916511146629274e-06,0.5088607594936709,High,0.8,179642.94817294128,Moderate
Louisiana,0.0001876049985494625,8.470919828383037e-07,0.4379746835443038,High,0.8,295127.54338426446,High
Arkansas,0.0008130838887609706,4.033771346849065e-07,0.5215189873417722,Moderate,0.5,619767.584629031,High
California,0.0,3.27945610498829e-06,0.8632911392405063,High,0.8,76232.4457947592,Moderate
Alabama,9.302539651288754e-05,2.8881802843439303e-06,0.6227848101265823,High,0.8,86559.93802992639,Moderate
Nebraska,3.590274479430672e-05,0.0,0.43037974683544306,High,0.8,0.45609031046500637,Low
South Dakota,2.4192455625197884e-05,1.0205441507528133e-06,0.5088607594936709,High,0.8,244967.57553676964,Moderate
Iowa,0.002929671440179519,4.5984993354079337e-07,0.5772151898734177,High,0.8,543655.8550359592,High
Florida,0.0006920559189509828,0.0,0.6506329113924051,High,0.8,0.5004034046460615,Moderate
Florida,0.0003286032402949382,2.989024568015157e-06,0.49873417721518987,High,0.8,83639.54578920791,Moderate
Virginia,0.00011667888173073561,0.0,0.3139240506329114,Moderate,0.5,0.38783148167927456,Low
South Carolina,0.0009249418966819208,7.381801564733789e-07,0.46329113924050636,Moderate,0.5,338670.8811429587,High
Nebraska,1.3436935363291839e-05,0.0,0.4278481012658228,High,0.8,0.45557499502730986,Low
California,0.005017637498128206,2.0814260149741173e-06,0.5822784810126582,High,0.8,120110.20067205353,Moderate
Alabama,3.203807316482945e-05,5.526266745183219e-07,0.7113924050632912,High,0.8,452385.2294445809,High
Kansas,0.0001997475091394239,0.0,0.5569620253164557,High,0.8,0.4814723040669469,Moderate
Texas,0.00024227717129576796,7.946529553292658e-07,0.5544303797468354,High,0.8,314602.97463780915,High
Kansas,0.0004308448814742258,6.252345587616051e-07,0.4582278481012658,High,0.8,399850.15052758495,High
Michigan,0.000167961692041148,5.284240464372275e-07,0.5848101265822785,Moderate,0.5,473105.0813421871,High
Nebraska,8.347770744085962e-05,5.445591318246238e-07,0.47848101265822784,High,0.8,459087.18239626026,High
Florida,0.000318118101032398,0.0,0.4607594936708861,High,0.8,0.4622791459745902,Low
Ohio,0.00013378484694461518,0.0,0.4708860759493671,Moderate,0.5,0.4192307291286513,Low
Iowa,2.242176614287965e-05,0.0,0.43291139240506327,High,0.8,0.4565912471874698,Low
Georgia,3.079297687421046e-05,0.0,0.5341772151898734,High,0.8,0.4768477602287243,Moderate
South Dakota,8.957956908861225e-06,0.0,0.4253164556962025,High,0.8,0.45506687432200404,Low
Louisiana,7.295061508012954e-05,6.090994733742088e-07,0.5974683544303797,High,0.8,410442.2295890763,High
Oklahoma,2.9859856362870752e-05,0.0,0.579746835443038,High,0.8,0.48596131103115275,Moderate
Oklahoma,0.00010749548290633471,0.0,0.5544303797468354,High,0.8,0.4809290741425296,Moderate
Pennsylvania,0.0009899378460269815,0.0,0.5139240506329114,High,0.8,0.4731807852649931,Low
Alabama,9.642674768111033e-05,1.5933396820053806e-06,0.6835443037974683,High,0.8,156903.39725376057,Moderate
South Carolina,0.00046318141883333033,3.3964354740469124e-06,0.5189873417721519,Moderate,0.5,73606.75914901172,Moderate
Pennsylvania,0.0003449813715099728,4.033771346849065e-07,0.4430379746835443,High,0.8,619767.6137455875,High
Rhode Island,5.2627996839559705e-05,0.0,0.5341772151898734,Low,0.2,0.38685649423671054,Low
North Carolina,0.00019504570150688538,1.3230770017664932e-06,0.5139240506329114,High,0.8,188953.69999697476,Moderate
Kentucky,4.5321289987565226e-05,0.0,0.44050632911392407,High,0.8,0.45811939433877985,Low
Alabama,3.0168905876226465e-05,5.606942172120199e-07,0.4582278481012658,High,0.8,445876.04259288905,High
Florida,4.4506115908858856e-05,7.865854126355676e-07,0.49367088607594933,High,0.8,317829.6572135182,High
West Virginia,5.795772739155305e-05,3.0495311382178927e-06,0.46329113924050636,Moderate,0.5,81979.98315760143,Moderate
Oklahoma,9.21325868076377e-06,0.0,0.549367088607595,High,0.8,0.47987710302499126,Moderate
Illinois,0.00034481415631434074,0.0,0.569620253164557,Moderate,0.5,0.43906197629543714,Low
Federated States of Micronesia,9.586506885299655e-06,1.6094747673927769e-06,0.6860759493670886,Low,0.2,155330.3439107538,Moderate
Alabama,0.00010408100833124044,5.526266745183219e-07,0.6455696202531646,High,0.8,452385.21630884113,High
Indiana,8.490650156782299e-05,0.0,0.5594936708860759,Low,0.2,0.39193269677784226,Low
Texas,6.998103743491386e-05,0.0,0.5873417721518988,High,0.8,0.4874963468453537,Moderate
Alabama,5.638436677000884e-05,5.526266745183219e-07,0.6,High,0.8,452385.2071758384,High
California,0.0002579889350262806,0.0,0.5139240506329114,High,0.8,0.47288800570059275,Low
Oklahoma,2.7713679186789418e-05,0.0,0.5316455696202531,High,0.8,0.47634019939572536,Moderate
American Samoa,6.76788574392647e-05,2.1580676705642497e-06,0.7012658227848101,Low,0.2,115844.54504659124,Moderate
Alabama,5.0751334727009635e-05,0.0,0.6177215189873417,High,0.8,0.4935646043313591,Moderate
Nebraska,0.00015676424590507144,0.0,0.5620253164556962,High,0.8,0.4824677689895013,Moderate
South Dakota,0.00019216011963761845,0.0,0.44556962025316454,High,0.8,0.45919078809848796,Low
Florida,0.00018187937109188205,4.2354599141915184e-07,0.4911392405063291,High,0.8,590254.8897291713,High
Nebraska,5.979436236664868e-05,0.0,0.49367088607594933,High,0.8,0.46875809496013654,Low
Texas,0.0003699695923072412,9.681051232437756e-07,0.6329113924050633,High,0.8,258236.66548026633,High
Minnesota,0.0009158749512973351,4.0741090603175555e-07,0.620253164556962,Moderate,0.5,613631.2934763888,High
New Jersey,0.004126482850066924,4.4371484815339714e-07,0.6987341772151898,High,0.8,563425.1750337923,High
Vermont,0.0,5.324578177840765e-07,0.49367088607594933,Moderate,0.5,469520.93509781366,High
Alabama,0.00026354607824433357,5.485929031714728e-07,0.5139240506329114,High,0.8,455711.5500961109,High
Kansas,0.012242987513629634,8.753283822662471e-07,0.5544303797468354,High,0.8,285607.334861612,High
South Dakota,0.0003933841986741863,7.018762143517373e-07,0.49873417721518987,High,0.8,356188.38369729253,High
Pennsylvania,0.0008265988628588668,4.033771346849065e-07,0.46582278481012657,High,0.8,619767.6184951966,High
South Dakota,2.1667804769717163e-05,0.0,0.4734177215189873,High,0.8,0.4646922114257054,Low
